minute,value
1.0,-2
2.0,-2
3.0,5
4.0,-62
5.0,-31
6.0,-9
7.0,30
8.0,73
9.0,72
10.0,37
11.0,16
12.0,-60
13.0,-49
14.0,-39
15.0,-46
16.0,-25
17.0,-19
18.0,-20
19.0,-47
20.0,-30
21.0,-64
22.0,-45
23.0,-76
24.0,-60
25.0,-43
26.0,-26
27.0,-62
28.0,-7
29.0,-13
30.0,-2
31.0,13
32.0,18
33.0,3
34.0,-101
35.0,-64
36.0,-89
37.0,-69
38.0,-49
39.0,-31
40.0,-21
41.0,-6
42.0,6
43.0,-32
44.0,-28
45.0,-22
45.5,-32
46.0,1
47.0,-37
48.0,-22
49.0,-13
50.0,33
51.0,18
52.0,16
53.0,38
54.0,68
55.0,32
56.0,-67
57.0,-62
58.0,-37
59.0,-23
60.0,-11
61.0,3
62.0,6
63.0,20
64.0,4
65.0,8
66.0,10
67.0,42
68.0,20
69.0,9
70.0,2
71.0,-4
72.0,31
73.0,57
74.0,67
75.0,34
76.0,3
77.0,-42
78.0,-40
79.0,-89
80.0,-60
81.0,-85
82.0,-97
83.0,-61
84.0,-51
85.0,-27
86.0,-35
87.0,-24
88.0,-21
89.0,-58
90.0,-42
90.5,-65
