minute,value
1.0,-1
2.0,-1
3.0,8
4.0,-6
5.0,-1
6.0,-1
7.0,-9
8.0,-13
9.0,-15
10.0,-17
11.0,-67
12.0,-45
13.0,-24
14.0,-56
15.0,-31
16.0,-21
17.0,-18
18.0,-22
19.0,-18
20.0,-22
21.0,-7
22.0,9
23.0,5
24.0,15
25.0,22
26.0,4
27.0,-21
28.0,-17
29.0,-29
30.0,-19
31.0,20
32.0,31
33.0,-55
34.0,-18
35.0,-30
36.0,-17
37.0,-9
38.0,2
39.0,20
40.0,14
41.0,9
42.0,89
43.0,66
44.0,66
45.0,67
45.5,-31
46.0,-7
47.0,-14
48.0,41
49.0,95
50.0,52
51.0,21
52.0,36
53.0,30
54.0,7
55.0,75
56.0,42
57.0,24
58.0,21
59.0,14
60.0,8
61.0,1
62.0,7
63.0,31
64.0,14
65.0,3
66.0,-61
67.0,-7
68.0,-56
69.0,-38
70.0,-28
71.0,-17
72.0,-48
73.0,-35
74.0,-58
75.0,-45
76.0,-33
77.0,-1
78.0,-8
79.0,-9
80.0,-13
81.0,-43
82.0,-16
83.0,-18
84.0,-16
85.0,-55
86.0,-35
87.0,-27
88.0,17
89.0,-18
90.0,-12
90.5,-7
