period,group,statistic,home_value,away_value,home_total,away_total,home_display,away_display,compare_code,key
ALL,Match overview,Ball possession,58.0,42.0,,,58%,42%,1,ballPossession
ALL,Match overview,Expected goals,1.21,0.59,,,1.21,0.59,1,expectedGoals
ALL,Match overview,Big chances,3.0,1.0,,,3,1,1,bigChanceCreated
ALL,Match overview,Total shots,13.0,9.0,,,13,9,1,totalShotsOnGoal
ALL,Match overview,Goalkeeper saves,5.0,3.0,,,5,3,1,goalkeeperSaves
ALL,Match overview,Corner kicks,4.0,4.0,,,4,4,3,cornerKicks
ALL,Match overview,Fouls,14.0,14.0,,,14,14,3,fouls
ALL,Match overview,Passes,613.0,433.0,,,613,433,1,passes
ALL,Match overview,Tackles,22.0,28.0,,,22,28,2,totalTackle
ALL,Match overview,Free kicks,14.0,14.0,,,14,14,3,freeKicks
ALL,Match overview,Yellow cards,3.0,1.0,,,3,1,1,yellowCards
ALL,Shots,Total shots,13.0,9.0,,,13,9,1,totalShotsOnGoal
ALL,Shots,Shots on target,5.0,6.0,,,5,6,2,shotsOnGoal
ALL,Shots,Hit woodwork,0.0,0.0,,,0,0,3,hitWoodwork
ALL,Shots,Shots off target,4.0,2.0,,,4,2,1,shotsOffGoal
ALL,Shots,Blocked shots,4.0,1.0,,,4,1,1,blockedScoringAttempt
ALL,Shots,Shots inside box,6.0,6.0,,,6,6,3,totalShotsInsideBox
ALL,Shots,Shots outside box,7.0,3.0,,,7,3,1,totalShotsOutsideBox
ALL,Attack,Big chances scored,1.0,0.0,,,1,0,1,bigChanceScored
ALL,Attack,Big chances missed,2.0,1.0,,,2,1,1,bigChanceMissed
ALL,Attack,Through balls,1.0,0.0,,,1,0,1,accurateThroughBall
ALL,Attack,Touches in penalty area,16.0,18.0,,,16,18,2,touchesInOppBox
ALL,Attack,Fouled in final third,0.0,1.0,,,0,1,2,fouledFinalThird
ALL,Attack,Offsides,2.0,0.0,,,2,0,1,offsides
ALL,Passes,Accurate passes,535.0,362.0,,,535,362,1,accuratePasses
ALL,Passes,Throw-ins,25.0,22.0,,,25,22,1,throwIns
ALL,Passes,Final third entries,53.0,50.0,,,53,50,1,finalThirdEntries
ALL,Passes,Final third phase,57.0,84.0,93.0,110.0,57/93 (61%),84/110 (76%),2,finalThirdPhaseStatistic
ALL,Passes,Long balls,29.0,16.0,68.0,35.0,29/68 (43%),16/35 (46%),2,accurateLongBalls
ALL,Passes,Crosses,3.0,6.0,13.0,20.0,3/13 (23%),6/20 (30%),2,accurateCross
ALL,Duels,Duels,47.0,53.0,,,47%,53%,2,duelWonPercent
ALL,Duels,Dispossessed,18.0,18.0,,,18,18,3,dispossessed
ALL,Duels,Ground duels,46.0,52.0,98.0,98.0,46/98 (47%),52/98 (53%),2,groundDuelsPercentage
ALL,Duels,Aerial duels,10.0,11.0,21.0,21.0,10/21 (48%),11/21 (52%),2,aerialDuelsPercentage
ALL,Duels,Dribbles,10.0,10.0,20.0,14.0,10/20 (50%),10/14 (71%),2,dribblesPercentage
ALL,Defending,Tackles won,10.0,15.0,22.0,28.0,45%,54%,2,wonTacklePercent
ALL,Defending,Total tackles,22.0,28.0,,,22,28,2,totalTackle
ALL,Defending,Interceptions,5.0,7.0,,,5,7,2,interceptionWon
ALL,Defending,Recoveries,57.0,56.0,,,57,56,1,ballRecovery
ALL,Defending,Clearances,17.0,13.0,,,17,13,1,totalClearance
ALL,Defending,Errors lead to a shot,0.0,1.0,,,0,1,2,errorsLeadToShot
ALL,Goalkeeping,Total saves,5.0,3.0,,,5,3,1,goalkeeperSaves
ALL,Goalkeeping,Goals prevented,-0.0364,-1.1443,,,-0.04,-1.14,1,goalsPrevented
ALL,Goalkeeping,Big saves,1.0,0.0,,,1,0,1,diveSaves
ALL,Goalkeeping,High claims,1.0,0.0,,,1,0,1,highClaims
ALL,Goalkeeping,Goal kicks,6.0,5.0,,,6,5,1,goalKicks
1ST,Match overview,Ball possession,60.0,40.0,,,60%,40%,1,ballPossession
1ST,Match overview,Expected goals,0.34,0.32,,,0.34,0.32,1,expectedGoals
1ST,Match overview,Big chances,1.0,1.0,,,1,1,3,bigChanceCreated
1ST,Match overview,Total shots,7.0,5.0,,,7,5,1,totalShotsOnGoal
1ST,Match overview,Goalkeeper saves,4.0,2.0,,,4,2,1,goalkeeperSaves
1ST,Match overview,Corner kicks,1.0,1.0,,,1,1,3,cornerKicks
1ST,Match overview,Passes,326.0,208.0,,,326,208,1,passes
1ST,Match overview,Tackles,13.0,14.0,,,13,14,2,totalTackle
1ST,Match overview,Free kicks,8.0,4.0,,,8,4,1,freeKicks
1ST,Match overview,Yellow cards,1.0,0.0,,,1,0,1,yellowCards
1ST,Shots,Total shots,7.0,5.0,,,7,5,1,totalShotsOnGoal
1ST,Shots,Shots on target,3.0,4.0,,,3,4,2,shotsOnGoal
1ST,Shots,Hit woodwork,0.0,0.0,,,0,0,3,hitWoodwork
1ST,Shots,Shots off target,2.0,0.0,,,2,0,1,shotsOffGoal
1ST,Shots,Blocked shots,2.0,1.0,,,2,1,1,blockedScoringAttempt
1ST,Shots,Shots inside box,4.0,3.0,,,4,3,1,totalShotsInsideBox
1ST,Shots,Shots outside box,3.0,2.0,,,3,2,1,totalShotsOutsideBox
1ST,Attack,Big chances scored,0.0,0.0,,,0,0,3,bigChanceScored
1ST,Attack,Big chances missed,1.0,1.0,,,1,1,3,bigChanceMissed
1ST,Attack,Through balls,1.0,0.0,,,1,0,1,accurateThroughBall
1ST,Attack,Fouled in final third,0.0,0.0,,,0,0,3,fouledFinalThird
1ST,Attack,Offsides,1.0,0.0,,,1,0,1,offsides
1ST,Passes,Accurate passes,285.0,174.0,,,285,174,1,accuratePasses
1ST,Passes,Throw-ins,13.0,13.0,,,13,13,3,throwIns
1ST,Passes,Final third entries,24.0,22.0,,,24,22,1,finalThirdEntries
1ST,Passes,Long balls,14.0,12.0,32.0,23.0,14/32 (44%),12/23 (52%),2,accurateLongBalls
1ST,Passes,Crosses,2.0,4.0,9.0,11.0,2/9 (22%),4/11 (36%),2,accurateCross
1ST,Duels,Duels,53.0,47.0,,,53%,47%,1,duelWonPercent
1ST,Duels,Dispossessed,11.0,11.0,,,11,11,3,dispossessed
1ST,Duels,Ground duels,27.0,23.0,50.0,50.0,27/50 (54%),23/50 (46%),1,groundDuelsPercentage
1ST,Duels,Aerial duels,6.0,6.0,12.0,12.0,6/12 (50%),6/12 (50%),3,aerialDuelsPercentage
1ST,Duels,Dribbles,6.0,5.0,9.0,7.0,6/9 (67%),5/7 (71%),2,dribblesPercentage
1ST,Defending,Tackles won,6.0,7.0,13.0,14.0,46%,50%,2,wonTacklePercent
1ST,Defending,Total tackles,13.0,14.0,,,13,14,2,totalTackle
1ST,Defending,Interceptions,5.0,4.0,,,5,4,1,interceptionWon
1ST,Defending,Recoveries,30.0,29.0,,,30,29,1,ballRecovery
1ST,Defending,Clearances,5.0,7.0,,,5,7,2,totalClearance
1ST,Goalkeeping,Total saves,4.0,2.0,,,4,2,1,goalkeeperSaves
1ST,Goalkeeping,Goal kicks,4.0,3.0,,,4,3,1,goalKicks
2ND,Match overview,Ball possession,55.0,45.0,,,55%,45%,1,ballPossession
2ND,Match overview,Expected goals,0.87,0.28,,,0.87,0.28,1,expectedGoals
2ND,Match overview,Big chances,2.0,0.0,,,2,0,1,bigChanceCreated
2ND,Match overview,Total shots,6.0,4.0,,,6,4,1,totalShotsOnGoal
2ND,Match overview,Goalkeeper saves,1.0,1.0,,,1,1,3,goalkeeperSaves
2ND,Match overview,Corner kicks,3.0,3.0,,,3,3,3,cornerKicks
2ND,Match overview,Passes,287.0,225.0,,,287,225,1,passes
2ND,Match overview,Tackles,9.0,14.0,,,9,14,2,totalTackle
2ND,Match overview,Free kicks,6.0,10.0,,,6,10,2,freeKicks
2ND,Match overview,Yellow cards,2.0,1.0,,,2,1,1,yellowCards
2ND,Shots,Total shots,6.0,4.0,,,6,4,1,totalShotsOnGoal
2ND,Shots,Shots on target,2.0,2.0,,,2,2,3,shotsOnGoal
2ND,Shots,Hit woodwork,0.0,0.0,,,0,0,3,hitWoodwork
2ND,Shots,Shots off target,2.0,2.0,,,2,2,3,shotsOffGoal
2ND,Shots,Blocked shots,2.0,0.0,,,2,0,1,blockedScoringAttempt
2ND,Shots,Shots inside box,2.0,3.0,,,2,3,2,totalShotsInsideBox
2ND,Shots,Shots outside box,4.0,1.0,,,4,1,1,totalShotsOutsideBox
2ND,Attack,Big chances scored,1.0,0.0,,,1,0,1,bigChanceScored
2ND,Attack,Big chances missed,1.0,0.0,,,1,0,1,bigChanceMissed
2ND,Attack,Through balls,0.0,0.0,,,0,0,3,accurateThroughBall
2ND,Attack,Fouled in final third,0.0,1.0,,,0,1,2,fouledFinalThird
2ND,Attack,Offsides,1.0,0.0,,,1,0,1,offsides
2ND,Passes,Accurate passes,250.0,188.0,,,250,188,1,accuratePasses
2ND,Passes,Throw-ins,12.0,9.0,,,12,9,1,throwIns
2ND,Passes,Final third entries,29.0,28.0,,,29,28,1,finalThirdEntries
2ND,Passes,Long balls,15.0,4.0,36.0,12.0,15/36 (42%),4/12 (33%),1,accurateLongBalls
2ND,Passes,Crosses,1.0,2.0,4.0,9.0,1/4 (25%),2/9 (22%),1,accurateCross
2ND,Duels,Duels,40.0,60.0,,,40%,60%,2,duelWonPercent
2ND,Duels,Dispossessed,7.0,7.0,,,7,7,3,dispossessed
2ND,Duels,Ground duels,19.0,29.0,48.0,48.0,19/48 (40%),29/48 (60%),2,groundDuelsPercentage
2ND,Duels,Aerial duels,4.0,5.0,9.0,9.0,4/9 (44%),5/9 (56%),2,aerialDuelsPercentage
2ND,Duels,Dribbles,4.0,5.0,11.0,7.0,4/11 (36%),5/7 (71%),2,dribblesPercentage
2ND,Defending,Tackles won,4.0,8.0,9.0,14.0,44%,57%,2,wonTacklePercent
2ND,Defending,Total tackles,9.0,14.0,,,9,14,2,totalTackle
2ND,Defending,Interceptions,0.0,3.0,,,0,3,2,interceptionWon
2ND,Defending,Recoveries,27.0,27.0,,,27,27,3,ballRecovery
2ND,Defending,Clearances,12.0,6.0,,,12,6,1,totalClearance
2ND,Goalkeeping,Total saves,1.0,1.0,,,1,1,3,goalkeeperSaves
2ND,Goalkeeping,Goal kicks,2.0,2.0,,,2,2,3,goalKicks
