minute,value
1.0,2
2.0,3
3.0,8
4.0,8
5.0,9
6.0,-44
7.0,-45
8.0,-22
9.0,18
10.0,8
11.0,17
12.0,22
13.0,11
14.0,-41
15.0,-11
16.0,-1
17.0,-9
18.0,7
19.0,11
20.0,19
21.0,25
22.0,73
23.0,39
24.0,23
25.0,-15
26.0,-2
27.0,39
28.0,31
29.0,44
30.0,41
31.0,24
32.0,4
33.0,-10
34.0,-9
35.0,-8
36.0,-15
37.0,-11
38.0,-11
39.0,9
40.0,7
41.0,9
42.0,11
43.0,25
44.0,-29
45.0,-17
45.5,0
46.0,9
47.0,14
48.0,25
49.0,2
50.0,34
51.0,36
52.0,19
53.0,-20
54.0,43
55.0,28
56.0,30
57.0,9
58.0,-7
59.0,4
60.0,4
61.0,-2
62.0,35
63.0,23
64.0,17
65.0,13
66.0,9
67.0,3
68.0,35
69.0,23
70.0,54
71.0,33
72.0,41
73.0,21
74.0,-53
75.0,-31
76.0,-14
77.0,-5
78.0,-9
79.0,3
80.0,-34
81.0,-36
82.0,-38
83.0,-26
84.0,-20
85.0,-63
86.0,-26
87.0,-8
88.0,-25
89.0,-8
90.0,-11
90.5,-28
