minute,value
1.0,2
2.0,5
3.0,7
4.0,8
5.0,8
6.0,8
7.0,10
8.0,9
9.0,34
10.0,45
11.0,31
12.0,23
13.0,22
14.0,35
15.0,23
16.0,16
17.0,-11
18.0,-20
19.0,30
20.0,13
21.0,7
22.0,-6
23.0,-41
24.0,-28
25.0,-16
26.0,-7
27.0,-38
28.0,-16
29.0,-44
30.0,-22
31.0,-10
32.0,-52
33.0,-29
34.0,-16
35.0,-12
36.0,-33
37.0,54
38.0,25
39.0,15
40.0,-14
41.0,-2
42.0,-5
43.0,-16
44.0,50
45.0,25
45.5,25
46.0,5
47.0,6
48.0,4
49.0,8
50.0,43
51.0,24
52.0,3
53.0,-29
54.0,-29
55.0,-63
56.0,-60
57.0,-39
58.0,-45
59.0,-38
60.0,-29
61.0,-11
62.0,-5
63.0,15
64.0,-24
65.0,-4
66.0,7
67.0,31
68.0,30
69.0,63
70.0,40
71.0,30
72.0,19
73.0,-35
74.0,-15
75.0,-21
76.0,-10
77.0,-17
78.0,-3
79.0,4
80.0,12
81.0,100
82.0,84
83.0,48
84.0,26
85.0,72
86.0,40
87.0,43
88.0,30
89.0,30
90.0,19
90.5,85
