minute,value
1.0,7
2.0,14
3.0,61
4.0,43
5.0,29
6.0,24
7.0,14
8.0,-13
9.0,-30
10.0,-12
11.0,-5
12.0,17
13.0,13
14.0,19
15.0,28
16.0,54
17.0,68
18.0,44
19.0,15
20.0,-45
21.0,26
22.0,34
23.0,32
24.0,-40
25.0,-3
26.0,-32
27.0,-28
28.0,-12
29.0,-4
30.0,-14
31.0,14
32.0,6
33.0,19
34.0,-45
35.0,-23
36.0,-4
37.0,4
38.0,8
39.0,16
40.0,15
41.0,6
42.0,1
43.0,-25
44.0,-7
45.0,-3
45.5,-33
46.0,-2
47.0,-32
48.0,-78
49.0,-24
50.0,-24
51.0,-15
52.0,-6
53.0,3
54.0,-38
55.0,-21
56.0,-14
57.0,-10
58.0,17
59.0,11
60.0,5
61.0,2
62.0,-4
63.0,-19
64.0,-5
65.0,3
66.0,10
67.0,38
68.0,63
69.0,62
70.0,35
71.0,34
72.0,18
73.0,-51
74.0,-32
75.0,-19
76.0,-26
77.0,-18
78.0,-4
79.0,-22
80.0,-69
81.0,-22
82.0,-2
83.0,-7
84.0,41
85.0,6
86.0,-7
87.0,-23
88.0,-15
89.0,-32
90.0,-42
90.5,10
