minute,value
1.0,-46
2.0,-23
3.0,-8
4.0,-1
5.0,-70
6.0,-72
7.0,-97
8.0,-70
9.0,-37
10.0,-36
11.0,-23
12.0,-3
13.0,2
14.0,-31
15.0,22
16.0,-4
17.0,44
18.0,43
19.0,27
20.0,15
21.0,29
22.0,19
23.0,15
24.0,14
25.0,32
26.0,23
27.0,35
28.0,27
29.0,24
30.0,17
31.0,22
32.0,18
33.0,52
34.0,37
35.0,29
36.0,47
37.0,41
38.0,17
39.0,8
40.0,15
41.0,8
42.0,-7
43.0,-3
44.0,3
45.0,9
45.5,4
46.0,1
47.0,3
48.0,-3
49.0,-1
50.0,33
51.0,31
52.0,28
53.0,14
54.0,34
55.0,24
56.0,16
57.0,17
58.0,-26
59.0,-23
60.0,-17
61.0,11
62.0,-4
63.0,-92
64.0,-79
65.0,-42
66.0,50
67.0,15
68.0,26
69.0,28
70.0,25
71.0,-17
72.0,-4
73.0,-4
74.0,-45
75.0,-25
76.0,15
77.0,1
78.0,1
79.0,18
80.0,14
81.0,-36
82.0,-15
83.0,-6
84.0,60
85.0,64
86.0,44
87.0,59
88.0,23
89.0,-21
90.0,-2
90.5,21
