minute,value
1.0,7
2.0,14
3.0,-24
4.0,-3
5.0,11
6.0,26
7.0,19
8.0,20
9.0,10
10.0,3
11.0,32
12.0,62
13.0,42
14.0,38
15.0,52
16.0,28
17.0,16
18.0,-33
19.0,-5
20.0,65
21.0,48
22.0,29
23.0,28
24.0,40
25.0,37
26.0,28
27.0,19
28.0,13
29.0,37
30.0,33
31.0,39
32.0,40
33.0,15
34.0,9
35.0,7
36.0,7
37.0,20
38.0,24
39.0,43
40.0,48
41.0,50
42.0,29
43.0,15
44.0,-12
45.0,-3
45.5,-62
46.0,-5
47.0,16
48.0,38
49.0,23
50.0,-27
51.0,10
52.0,7
53.0,-8
54.0,7
55.0,11
56.0,76
57.0,52
58.0,72
59.0,43
60.0,26
61.0,-16
62.0,13
63.0,24
64.0,13
65.0,-21
66.0,-70
67.0,-37
68.0,-20
69.0,-8
70.0,9
71.0,49
72.0,35
73.0,25
74.0,20
75.0,19
76.0,14
77.0,18
78.0,16
79.0,84
80.0,79
81.0,34
82.0,22
83.0,15
84.0,7
85.0,4
86.0,-34
87.0,32
88.0,10
89.0,2
90.0,42
90.5,28
