minute,value
1.0,8
2.0,16
3.0,38
4.0,30
5.0,30
6.0,25
7.0,28
8.0,22
9.0,9
10.0,8
11.0,41
12.0,23
13.0,20
14.0,15
15.0,10
16.0,-3
17.0,-4
18.0,-15
19.0,-27
20.0,-15
21.0,37
22.0,22
23.0,24
24.0,65
25.0,32
26.0,45
27.0,68
28.0,48
29.0,57
30.0,61
31.0,31
32.0,12
33.0,25
34.0,9
35.0,-19
36.0,15
37.0,26
38.0,11
39.0,-26
40.0,17
41.0,19
42.0,60
43.0,37
44.0,23
45.0,14
45.5,31
46.0,-4
47.0,-6
48.0,-55
49.0,-25
50.0,-7
51.0,8
52.0,16
53.0,-18
54.0,-7
55.0,-8
56.0,-9
57.0,-81
58.0,-49
59.0,-51
60.0,-72
61.0,-47
62.0,-31
63.0,-17
64.0,-10
65.0,-4
66.0,-3
67.0,8
68.0,-6
69.0,-34
70.0,-21
71.0,-20
72.0,-37
73.0,-44
74.0,-24
75.0,-20
76.0,-12
77.0,-48
78.0,-34
79.0,-34
80.0,-21
81.0,-14
82.0,-33
83.0,-2
84.0,-7
85.0,-31
86.0,-12
87.0,14
88.0,10
89.0,-31
90.0,-4
90.5,-12
