minute,value
1.0,6
2.0,18
3.0,16
4.0,15
5.0,46
6.0,-37
7.0,-9
8.0,6
9.0,-4
10.0,-6
11.0,-10
12.0,-15
13.0,17
14.0,40
15.0,22
16.0,-22
17.0,5
18.0,1
19.0,5
20.0,7
21.0,12
22.0,9
23.0,7
24.0,5
25.0,10
26.0,7
27.0,13
28.0,9
29.0,84
30.0,34
31.0,29
32.0,26
33.0,43
34.0,28
35.0,17
36.0,9
37.0,51
38.0,41
39.0,31
40.0,29
41.0,2
42.0,5
43.0,-52
44.0,-27
45.0,-13
45.5,-18
46.0,5
47.0,34
48.0,40
49.0,44
50.0,31
51.0,94
52.0,58
53.0,54
54.0,39
55.0,28
56.0,-28
57.0,-13
58.0,-45
59.0,-13
60.0,25
61.0,20
62.0,75
63.0,64
64.0,44
65.0,28
66.0,23
67.0,-13
68.0,33
69.0,45
70.0,34
71.0,60
72.0,43
73.0,38
74.0,39
75.0,29
76.0,1
77.0,41
78.0,10
79.0,1
80.0,-8
81.0,-49
82.0,-11
83.0,35
84.0,64
85.0,79
86.0,57
87.0,57
88.0,38
89.0,2
90.0,47
90.5,3
