minute,value
1.0,6
2.0,10
3.0,12
4.0,13
5.0,14
6.0,21
7.0,30
8.0,26
9.0,36
10.0,33
11.0,21
12.0,14
13.0,-18
14.0,-30
15.0,-1
16.0,8
17.0,17
18.0,45
19.0,36
20.0,41
21.0,22
22.0,6
23.0,9
24.0,13
25.0,39
26.0,39
27.0,54
28.0,56
29.0,48
30.0,30
31.0,8
32.0,-6
33.0,13
34.0,19
35.0,15
36.0,40
37.0,28
38.0,34
39.0,28
40.0,21
41.0,40
42.0,-32
43.0,-10
44.0,10
45.0,13
45.5,22
46.0,16
47.0,12
48.0,25
49.0,23
50.0,57
51.0,52
52.0,39
53.0,37
54.0,53
55.0,57
56.0,37
57.0,74
58.0,47
59.0,-37
60.0,-5
61.0,5
62.0,46
63.0,36
64.0,35
65.0,44
66.0,59
67.0,40
68.0,100
69.0,93
70.0,62
71.0,42
72.0,33
73.0,41
74.0,30
75.0,77
76.0,44
77.0,41
78.0,50
79.0,33
80.0,50
81.0,89
82.0,56
83.0,35
84.0,24
85.0,63
86.0,32
87.0,18
88.0,9
89.0,27
90.0,18
90.5,18
