minute,value
1.0,13
2.0,15
3.0,-17
4.0,-1
5.0,4
6.0,27
7.0,23
8.0,3
9.0,5
10.0,-50
11.0,-30
12.0,-46
13.0,39
14.0,7
15.0,-10
16.0,49
17.0,37
18.0,45
19.0,82
20.0,53
21.0,58
22.0,34
23.0,-50
24.0,-21
25.0,-6
26.0,-4
27.0,3
28.0,37
29.0,63
30.0,38
31.0,2
32.0,31
33.0,6
34.0,-32
35.0,-26
36.0,14
37.0,-1
38.0,8
39.0,34
40.0,18
41.0,11
42.0,-50
43.0,-21
44.0,-66
45.0,-17
45.5,-36
46.0,-2
47.0,-3
48.0,-3
49.0,-4
50.0,-15
51.0,-37
52.0,-42
53.0,-21
54.0,-7
55.0,19
56.0,52
57.0,32
58.0,18
59.0,16
60.0,56
61.0,36
62.0,72
63.0,49
64.0,57
65.0,27
66.0,22
67.0,15
68.0,11
69.0,6
70.0,4
71.0,5
72.0,3
73.0,4
74.0,-3
75.0,1
76.0,-10
77.0,-14
78.0,-16
79.0,-17
80.0,-18
81.0,-88
82.0,-34
83.0,-7
84.0,-10
85.0,-8
86.0,-7
87.0,-3
88.0,14
89.0,4
90.0,-5
90.5,18
