minute,value
1.0,5
2.0,8
3.0,50
4.0,37
5.0,60
6.0,39
7.0,21
8.0,14
9.0,33
10.0,48
11.0,39
12.0,27
13.0,45
14.0,40
15.0,82
16.0,57
17.0,74
18.0,100
19.0,75
20.0,47
21.0,34
22.0,24
23.0,52
24.0,37
25.0,29
26.0,22
27.0,29
28.0,24
29.0,20
30.0,14
31.0,10
32.0,5
33.0,-23
34.0,-13
35.0,-1
36.0,7
37.0,15
38.0,3
39.0,40
40.0,25
41.0,17
42.0,-15
43.0,7
44.0,2
45.0,14
45.5,0
46.0,6
47.0,5
48.0,-22
49.0,-6
50.0,6
51.0,20
52.0,-25
53.0,-4
54.0,8
55.0,5
56.0,-46
57.0,48
58.0,15
59.0,12
60.0,8
61.0,21
62.0,39
63.0,19
64.0,13
65.0,-18
66.0,-6
67.0,-9
68.0,-34
69.0,-21
70.0,-32
71.0,22
72.0,22
73.0,54
74.0,57
75.0,-56
76.0,-14
77.0,-10
78.0,35
79.0,14
80.0,9
81.0,-38
82.0,-15
83.0,-6
84.0,-24
85.0,-11
86.0,6
87.0,-13
88.0,-3
89.0,36
90.0,25
90.5,-14
