name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team
Armando Broja,,,armando-broja,A. Broja,F,27,8884,M,armando.broja,996985,"{'nameTranslation': {'ar': 'أرماندو برويا', 'hi': 'अरमांडो ब्रोजा', 'bn': 'আরমান্দো ব্রজা'}, 'shortNameTranslation': {'ar': 'أ. برويا', 'hi': 'ए. ब्रोजा', 'bn': 'এ. ব্রজা'}}",77.883333333333,46.383333333333,6,home
Adama Traoré,,,adama-traore,A. Traoré,F,11,10385,M,adamatrd,286165,"{'nameTranslation': {'ar': 'أداما تراوري', 'hi': 'एडाम ट्राओरे', 'bn': 'আদামা ট্রাওরে'}, 'shortNameTranslation': {'ar': 'أ. تراوري', 'hi': 'ए. ट्राओरे', 'bn': 'এ. ট্রাওরে'}}",67.35,33.83,20,home
Raúl Jiménez,,,raul-jimenez,R. Jiménez,F,7,16724,M,RJimenez9,192442,"{'nameTranslation': {'ar': 'راؤول خيمينيز', 'hi': 'राउल जिमेनेज़', 'bn': 'রাউল জিমেনেজ'}, 'shortNameTranslation': {'ar': 'ر. خيمينيز', 'hi': 'आर. जिमेनेज़', 'bn': 'আর. জিমেনেজ'}}",76.744444444444,55.166666666667,18,home
Saša Lukić,,,sasa-lukic,S. Lukić,M,20,2089,M,,371222,"{'nameTranslation': {'ar': 'ساسا لوكيتش', 'hi': 'साशा लुकीच', 'bn': 'সাসা লুকিচ'}, 'shortNameTranslation': {'ar': 'س. لوكيتش', 'hi': 'एस. लुकीच', 'bn': 'এস. লুকিচ'}}",55.9125,45.0125,24,home
Harry Wilson,,,harry-wilson,H. Wilson,M,8,4052,M,,355528,"{'nameTranslation': {'ar': 'هاري ويلسون', 'hi': 'हैरी विल्सन', 'bn': 'হ্যারি উইলসন'}, 'shortNameTranslation': {'ar': 'ه. ويلسون', 'hi': 'एच. विल्सन', 'bn': 'এইচ. উইলসন'}}",71.31724137931,72.027586206897,29,home
Rodrigo Muniz,,,rodrigo-muniz,R. Muniz,F,9,4513,M,RodrigoMuniz019,1015256,"{'nameTranslation': {'ar': 'رودريغو مونيز', 'hi': 'रोड्रिगो मुनिज़', 'bn': 'রদ্রিগো মুনিজ'}, 'shortNameTranslation': {'ar': 'ر. مونيز', 'hi': 'आर. मुनिज़', 'bn': 'আর. মুনিজ'}}",70.55,53.7,38,home
Andreas Pereira,,,andreas-pereira,A. Pereira,M,18,13772,M,andreaspereira,285949,"{'nameTranslation': {'ar': 'أندرياس بيريرا', 'hi': 'एंड्रियास परेरा', 'bn': 'আন্দ্রেয়াস পেরেইরা'}, 'shortNameTranslation': {'ar': 'أندرياس بيريرا', 'hi': 'एंड्रियास परेरा', 'bn': 'আন্দ্রেয়াস পেরেইরা'}}",65.344444444444,42.747619047619,63,home
Antonee Robinson,,,antonee-robinson,A. Robinson,D,33,2925,M,,803174,"{'nameTranslation': {'ar': 'أنتوني روبنسون', 'hi': 'एंटोनी रॉबिन्सन', 'bn': 'অ্যান্টনি রবিনসন'}, 'shortNameTranslation': {'ar': 'أ. روبنسون', 'hi': 'ए. रॉबिन्सन', 'bn': 'এ. রবিনসন'}}",51.096116504854,83.833009708738,103,home
João Palhinha,,,joao-palhinha,J. Palhinha,M,6,16675,M,Palhinha,364612,"{'nameTranslation': {'ar': 'جواو بالينيا', 'hi': 'जोआओ पालहिन्हा', 'bn': 'জোয়াও পালহিনহা'}, 'shortNameTranslation': {'ar': 'ج. بالينيا', 'hi': 'जे. पालहिन्हा', 'bn': 'জে. পলহিনহা'}}",48.368674698795,41.307228915663,83,home
Bernd Leno,,,bernd-leno,B. Leno,G,1,2729,M,,103335,"{'nameTranslation': {'ar': 'بيرند لينو', 'hi': 'बर्न्ड लेनो', 'bn': 'বার্ন্ড লেনো'}, 'shortNameTranslation': {'ar': 'ب. لينو', 'hi': 'बी. लेनो', 'bn': 'বি. লেনো'}}",11.366666666667,49.564912280702,57,home
Timothy Castagne,,,timothy-castagne,T. Castagne,D,21,2324,M,,329417,"{'nameTranslation': {'ar': 'تيموثي كاستاني', 'hi': 'टिमोथी कास्टेग्ने', 'bn': 'টিমোথি কাস্টেন'}, 'shortNameTranslation': {'ar': 'ت. كاستاني', 'hi': 'टी. कास्टेग्ने', 'bn': 'টি. কাস্টেন'}}",46.451515151515,14.728787878788,66,home
