minute,value
1.0,-2
2.0,-7
3.0,-6
4.0,-21
5.0,-40
6.0,-24
7.0,-48
8.0,-23
9.0,-13
10.0,-6
11.0,-3
12.0,-10
13.0,-3
14.0,92
15.0,78
16.0,-89
17.0,-31
18.0,-25
19.0,-96
20.0,-61
21.0,-30
22.0,-20
23.0,-23
24.0,-9
25.0,-29
26.0,-43
27.0,-53
28.0,-66
29.0,-37
30.0,-36
31.0,-27
32.0,-7
33.0,19
34.0,14
35.0,2
36.0,27
37.0,-60
38.0,-23
39.0,28
40.0,18
41.0,33
42.0,31
43.0,22
44.0,21
45.0,33
45.5,17
46.0,-19
47.0,-5
48.0,11
49.0,47
50.0,23
51.0,10
52.0,5
53.0,2
54.0,-26
55.0,-93
56.0,-51
57.0,-67
58.0,-38
59.0,-24
60.0,-57
61.0,-49
62.0,-30
63.0,-40
64.0,-16
65.0,-10
66.0,25
67.0,16
68.0,-27
69.0,-6
70.0,4
71.0,-17
72.0,13
73.0,13
74.0,15
75.0,6
76.0,14
77.0,-9
78.0,10
79.0,6
80.0,19
81.0,15
82.0,21
83.0,16
84.0,-44
85.0,34
86.0,11
87.0,10
88.0,10
89.0,70
90.0,100
90.5,46
