name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,averageX,averageY,pointsCount,team,sofascoreId,firstName,lastName
Tawanda Chirewa,tawanda-chirewa,T. Chirewa,M,23,860,M,1005725,"{'nameTranslation': {'ar': 'تاواندا شيريوا', 'hi': 'तवांडा चिरेवा', 'bn': 'তাওয়ান্ডা চিরেওয়া'}, 'shortNameTranslation': {'ar': 'ت. شيريوا', 'hi': 'टी. चिरेवा', 'bn': 'টি. চিরোয়া'}}",60.78275862069,42.093103448276,29,home,,,
Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,2578,M,138573,"{'nameTranslation': {'ar': 'بابلو سارابيا', 'hi': 'पाब्लो साराबिया', 'bn': 'পাবলো সারাবিয়া'}, 'shortNameTranslation': {'ar': 'ب. سارابيا', 'hi': 'पी. साराबिया', 'bn': 'পি. সারাবিয়া'}}",53.06724137931,28.108620689655,58,home,,,
Boubacar Traoré,boubacar-traore,B. Traoré,M,8,1017,M,982613,"{'nameTranslation': {'ar': 'بوبكر تراوري', 'hi': 'बौबाकर ट्रैओरे', 'bn': 'বউবাকার ট্রাওরে'}, 'shortNameTranslation': {'ar': 'ب. تراوري', 'hi': 'बी. ट्रैओरे', 'bn': 'বি. ট্রাওরে'}}",54.267741935484,45.993548387097,31,home,,,
Tommy Doyle,tommy-doyle,T. Doyle,M,7,809,M,932628,"{'nameTranslation': {'ar': 'تومي دويل', 'hi': 'टॉमी डॉयल', 'bn': 'টমি ডয়েল'}, 'shortNameTranslation': {'ar': 'ت. دويل', 'hi': 'टी. डॉयल', 'bn': 'টি. ডয়েল'}}",47.356756756757,69.978378378378,37,home,,,
Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,6495,M,786186,"{'nameTranslation': {'ar': 'هي تشان هوانغ', 'hi': 'ही-चान ह्वांग', 'bn': 'হি-চ্যান হোয়াং'}, 'shortNameTranslation': {'ar': 'ه. هوانغ', 'hi': 'एच. ह्वांग', 'bn': 'এইচ. হোয়াং'}}",67.874468085106,32.072340425532,47,home,Hwangso,,
Matheus Cunha,matheus-cunha,M. Cunha,F,10,62297,M,886363,"{'nameTranslation': {'ar': 'ماثيوس كونيا', 'hi': 'मैथियस कुन्हा', 'bn': 'ম্যাথিউস কুনহা'}, 'shortNameTranslation': {'ar': 'م. كونيا', 'hi': 'एम. कुन्हा', 'bn': 'এম. কুনহা'}}",58.144736842105,52.313157894737,38,home,Cunha,,
Mario Lemina,mario-lemina,M. Lemina,M,99,8485,M,307284,"{'nameTranslation': {'ar': 'ماريو ليمينا', 'hi': 'मारियो लेमिना', 'bn': 'মারিও লেমিনা'}, 'shortNameTranslation': {'ar': 'م. ليمينا', 'hi': 'एम. लेमिना', 'bn': 'এম. লেমিনা'}}",40.366336633663,60.470297029703,101,home,,,
José Sá,jose-sa,J. Sá,G,1,3995,M,252669,"{'nameTranslation': {'ar': 'جوزيه سا', 'hi': 'जोस सा', 'bn': 'জোসে সা'}, 'shortNameTranslation': {'ar': 'ج. سا', 'hi': 'जे. सा', 'bn': 'জে. সা'}}",12.142857142857,46.984126984127,63,home,,,
Santiago Bueno,santiago-bueno,S. Bueno,D,4,1209,M,846308,"{'nameTranslation': {'ar': 'سانتياغو بويينو', 'hi': 'सैंटियागो ब्यूनो', 'bn': 'সান্তিয়াগো বুয়েনো'}, 'shortNameTranslation': {'ar': 'س. بويينو', 'hi': 'एस. ब्यूनो', 'bn': 'এস. বুয়েনো'}}",23.972,28.766,50,home,,,
Nathan Fraser,nathan-fraser,N. Fraser,F,29,828,M,1166679,"{'nameTranslation': {'ar': 'ناثان فريزر', 'hi': 'नाथन फ्रेजर', 'bn': 'নাথান ফ্রেজার'}, 'shortNameTranslation': {'ar': 'ن. فريزر', 'hi': 'एन. फ्रेजर', 'bn': 'এন. ফ্রেজার'}}",81.04,48.06,5,home,,,
Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,39814,M,931278,"{'nameTranslation': {'ar': 'ريان آيت نوري', 'hi': 'रेयान ऐत नूरी', 'bn': 'রায়ান আইত নুরী'}, 'shortNameTranslation': {'ar': 'ر. أ. نوري', 'hi': 'आर. ऐ. नूरी', 'bn': 'আর. এ. নুরী'}}",46.53875,75.22875,80,home,r_aitnouri,,
