minute,value
1.0,-7
2.0,-20
3.0,-12
4.0,-29
5.0,-38
6.0,-14
7.0,-9
8.0,-39
9.0,-24
10.0,75
11.0,46
12.0,35
13.0,17
14.0,51
15.0,30
16.0,42
17.0,80
18.0,18
19.0,-22
20.0,-2
21.0,12
22.0,9
23.0,48
24.0,31
25.0,19
26.0,11
27.0,-20
28.0,-14
29.0,9
30.0,-13
31.0,-11
32.0,29
33.0,29
34.0,18
35.0,36
36.0,6
37.0,1
38.0,-7
39.0,-5
40.0,-6
41.0,20
42.0,20
43.0,40
44.0,33
45.0,33
45.5,-24
46.0,1
47.0,9
48.0,-14
49.0,-7
50.0,8
51.0,10
52.0,11
53.0,-11
54.0,6
55.0,-24
56.0,-54
57.0,-28
58.0,-11
59.0,-40
60.0,-8
61.0,7
62.0,-4
63.0,3
64.0,20
65.0,34
66.0,19
67.0,11
68.0,6
69.0,2
70.0,-2
71.0,-2
72.0,-22
73.0,-14
74.0,-7
75.0,41
76.0,38
77.0,55
78.0,34
79.0,-24
80.0,-4
81.0,-7
82.0,-59
83.0,-24
84.0,27
85.0,9
86.0,40
87.0,24
88.0,14
89.0,22
90.0,36
90.5,-14
