minute,value
1.0,-2
2.0,2
3.0,9
4.0,-14
5.0,-1
6.0,4
7.0,6
8.0,-9
9.0,4
10.0,4
11.0,1
12.0,6
13.0,-10
14.0,-44
15.0,-20
16.0,12
17.0,4
18.0,17
19.0,20
20.0,19
21.0,17
22.0,17
23.0,16
24.0,16
25.0,16
26.0,100
27.0,78
28.0,68
29.0,41
30.0,27
31.0,74
32.0,55
33.0,58
34.0,31
35.0,30
36.0,53
37.0,48
38.0,32
39.0,41
40.0,35
41.0,24
42.0,35
43.0,28
44.0,57
45.0,40
45.5,-34
46.0,10
47.0,20
48.0,13
49.0,2
50.0,18
51.0,-11
52.0,-16
53.0,-80
54.0,-24
55.0,-35
56.0,-20
57.0,-16
58.0,-3
59.0,-5
60.0,14
61.0,5
62.0,14
63.0,16
64.0,17
65.0,6
66.0,5
67.0,18
68.0,11
69.0,7
70.0,-7
71.0,-31
72.0,-21
73.0,-15
74.0,-57
75.0,-11
76.0,6
77.0,42
78.0,31
79.0,22
80.0,17
81.0,68
82.0,43
83.0,31
84.0,24
85.0,20
86.0,-44
87.0,-17
88.0,-5
89.0,6
90.0,7
90.5,27
