minute,value
1.0,-7
2.0,-49
3.0,-27
4.0,-24
5.0,-20
6.0,-23
7.0,-10
8.0,-1
9.0,-15
10.0,-14
11.0,-11
12.0,25
13.0,8
14.0,40
15.0,4
16.0,13
17.0,1
18.0,-5
19.0,-9
20.0,-7
21.0,-8
22.0,-8
23.0,-38
24.0,-18
25.0,-21
26.0,-21
27.0,-53
28.0,-100
29.0,-75
30.0,-50
31.0,-50
32.0,-24
33.0,37
34.0,29
35.0,29
36.0,10
37.0,9
38.0,-4
39.0,-5
40.0,-44
41.0,-33
42.0,-24
43.0,-1
44.0,-23
45.0,-20
45.5,19
46.0,2
47.0,8
48.0,8
49.0,25
50.0,15
51.0,34
52.0,78
53.0,37
54.0,14
55.0,59
56.0,-41
57.0,-15
58.0,-41
59.0,-35
60.0,-59
61.0,-38
62.0,-20
63.0,-6
64.0,-11
65.0,-22
66.0,-28
67.0,-22
68.0,-7
69.0,-9
70.0,9
71.0,-21
72.0,-2
73.0,-15
74.0,-14
75.0,-37
76.0,-17
77.0,18
78.0,-6
79.0,-16
80.0,-9
81.0,-7
82.0,-7
83.0,-6
84.0,-14
85.0,25
86.0,65
87.0,39
88.0,50
89.0,35
90.0,75
90.5,1
