minute,value
1.0,-6
2.0,-2
3.0,-6
4.0,13
5.0,7
6.0,6
7.0,5
8.0,46
9.0,2
10.0,-23
11.0,15
12.0,7
13.0,7
14.0,97
15.0,81
16.0,34
17.0,14
18.0,-17
19.0,-12
20.0,-31
21.0,-18
22.0,-11
23.0,-4
24.0,6
25.0,-31
26.0,-18
27.0,53
28.0,-56
29.0,-21
30.0,-52
31.0,-18
32.0,-45
33.0,-30
34.0,-35
35.0,-33
36.0,-24
37.0,-16
38.0,-12
39.0,9
40.0,11
41.0,2
42.0,-16
43.0,33
44.0,11
45.0,13
45.5,-18
46.0,4
47.0,50
48.0,30
49.0,3
50.0,41
51.0,28
52.0,18
53.0,9
54.0,5
55.0,-6
56.0,-14
57.0,-11
58.0,-12
59.0,-4
60.0,35
61.0,49
62.0,100
63.0,68
64.0,46
65.0,36
66.0,17
67.0,2
68.0,-79
69.0,-51
70.0,-97
71.0,-100
72.0,-96
73.0,-55
74.0,-29
75.0,-10
76.0,4
77.0,2
78.0,4
79.0,18
80.0,22
81.0,15
82.0,16
83.0,27
84.0,6
85.0,-11
86.0,-10
87.0,-42
88.0,-49
89.0,-34
90.0,-32
90.5,-27
