minute,value
1.0,8
2.0,60
3.0,50
4.0,36
5.0,28
6.0,31
7.0,38
8.0,27
9.0,15
10.0,14
11.0,12
12.0,24
13.0,60
14.0,20
15.0,-37
16.0,-5
17.0,42
18.0,51
19.0,39
20.0,51
21.0,40
22.0,33
23.0,26
24.0,25
25.0,26
26.0,100
27.0,69
28.0,66
29.0,43
30.0,29
31.0,13
32.0,49
33.0,40
34.0,32
35.0,-30
36.0,9
37.0,27
38.0,1
39.0,6
40.0,65
41.0,61
42.0,85
43.0,57
44.0,39
45.0,91
45.5,71
46.0,6
47.0,8
48.0,22
49.0,19
50.0,-27
51.0,11
52.0,14
53.0,10
54.0,-30
55.0,-10
56.0,-4
57.0,3
58.0,3
59.0,10
60.0,9
61.0,55
62.0,36
63.0,24
64.0,14
65.0,7
66.0,26
67.0,86
68.0,53
69.0,23
70.0,16
71.0,40
72.0,17
73.0,11
74.0,2
75.0,-22
76.0,-7
77.0,13
78.0,13
79.0,16
80.0,-23
81.0,19
82.0,19
83.0,19
84.0,13
85.0,11
86.0,43
87.0,26
88.0,54
89.0,31
90.0,-54
90.5,17
