minute,value
1.0,-20
2.0,-25
3.0,-3
4.0,56
5.0,21
6.0,3
7.0,-48
8.0,-32
9.0,-39
10.0,-25
11.0,92
12.0,49
13.0,26
14.0,14
15.0,29
16.0,-19
17.0,28
18.0,9
19.0,-19
20.0,-20
21.0,-15
22.0,-1
23.0,-12
24.0,-7
25.0,-10
26.0,-6
27.0,-4
28.0,15
29.0,6
30.0,4
31.0,18
32.0,4
33.0,26
34.0,14
35.0,7
36.0,90
37.0,56
38.0,73
39.0,33
40.0,21
41.0,48
42.0,-37
43.0,-8
44.0,29
45.0,21
45.5,-2
46.0,2
47.0,1
48.0,11
49.0,-18
50.0,-9
51.0,-16
52.0,16
53.0,1
54.0,4
55.0,50
56.0,25
57.0,8
58.0,-6
59.0,-7
60.0,32
61.0,-25
62.0,-7
63.0,9
64.0,3
65.0,112
66.0,21
67.0,6
68.0,-7
69.0,-10
70.0,-51
71.0,-59
72.0,-23
73.0,20
74.0,-10
75.0,-10
76.0,-20
77.0,-46
78.0,-28
79.0,-15
80.0,10
81.0,53
82.0,24
83.0,-23
84.0,-18
85.0,-52
86.0,-18
87.0,60
88.0,24
89.0,7
90.0,-9
90.5,-8
