minute,value
1.0,-6
2.0,-3
3.0,-6
4.0,-8
5.0,-10
6.0,-11
7.0,-24
8.0,-18
9.0,-14
10.0,-11
11.0,-70
12.0,-42
13.0,-30
14.0,-24
15.0,-21
16.0,-14
17.0,-45
18.0,-26
19.0,16
20.0,-11
21.0,-16
22.0,-3
23.0,23
24.0,4
25.0,-8
26.0,-10
27.0,-14
28.0,-36
29.0,-21
30.0,-4
31.0,70
32.0,78
33.0,41
34.0,18
35.0,8
36.0,-4
37.0,-8
38.0,32
39.0,21
40.0,11
41.0,8
42.0,38
43.0,48
44.0,22
45.0,4
45.5,5
46.0,5
47.0,20
48.0,20
49.0,13
50.0,36
51.0,25
52.0,4
53.0,-10
54.0,-12
55.0,17
56.0,-7
57.0,-7
58.0,-27
59.0,-25
60.0,-18
61.0,-25
62.0,-35
63.0,-10
64.0,-48
65.0,-32
66.0,-19
67.0,-28
68.0,-9
69.0,3
70.0,-11
71.0,-9
72.0,-48
73.0,-32
74.0,-67
75.0,-37
76.0,-25
77.0,-14
78.0,-9
79.0,-5
80.0,47
81.0,24
82.0,12
83.0,10
84.0,5
85.0,-53
86.0,-52
87.0,-32
88.0,60
89.0,52
90.0,33
90.5,19
