event_id,menu_hint,event_name,event_dt,selection_id,selection_name,win_lose,bsp,ppwap,morningwap,ppmax,ppmin,ipmax,ipmin,morningtradedvol,pptradedvol,iptradedvol
256031425,Port Pirie (AUS) 31st Mar,To Be Placed,31-03-2026 09:59,38904163,1. Rolling Remona,1,1.54000000,1.0000,1.4290,1.00,1001.00,1.00,1001.00,250.14,0.00,0.00
256031425,Port Pirie (AUS) 31st Mar,To Be Placed,31-03-2026 09:59,44163652,7. Heathbern Bruce,0,12.00000000,1.0000,4.1649,1.00,1001.00,1.00,1001.00,19.64,0.00,0.00
256039500,Gloucester Park (AUS) 31st Mar,To Be Placed,31-03-2026 11:35,60735551,7. Sellune,0,4.20000000,1.0000,3.7283,1.00,1001.00,1.00,1001.00,151.12,0.00,0.00
256036931,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 08:13,42414242,5. Lovely Lily,0,16.50000000,1.0000,6.7027,1.00,1001.00,1.00,1001.00,4.44,0.00,0.00
256037141,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 08:32,75809929,6. Random Mahoney,1,1.58000000,1.0000,1.5550,1.00,1001.00,1.00,1001.00,3039.89,0.00,0.00
256037986,Albion Park (AUS) 31st Mar,To Be Placed,31-03-2026 07:57,69334300,9. Great Achiever,1,3.65000000,1.0000,1.3180,1.00,1001.00,1.00,1001.00,50.00,0.00,0.00
256036943,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 11:27,41153563,10. Nottadoubt,0,10.00000000,1.0000,2.5277,1.00,1001.00,1.00,1001.00,27.36,0.00,0.00
256036935,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 09:11,26020417,2. Classic Arc,0,1.78000000,1.0000,1.4952,1.00,1001.00,1.00,1001.00,124.67,0.00,0.00
256002527,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 07:10,68348592,1. Going Nuclear,0,3.15000000,1.0000,2.3868,1.00,1001.00,1.00,1001.00,583.70,0.00,0.00
256039503,Gloucester Park (AUS) 31st Mar,To Be Placed,31-03-2026 12:10,51130793,5. Bobby Waterhouse,0,2.74669651,1.0000,1.0000,1.00,1001.00,1.00,1001.00,0.00,0.00,0.00
256002240,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 07:00,95301923,2. Lunar Force,1,1.39202635,1.0000,1.2184,1.00,1001.00,1.00,1001.00,957.31,0.00,0.00
255998317,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 06:15,65052140,11. In Iso,0,38.01051680,1.0000,11.9660,1.00,1001.00,1.00,1001.00,83.66,0.00,0.00
256037145,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 09:35,95880878,8. Fasttalkinpatti,0,4.60000000,1.0000,2.9464,1.00,1001.00,1.00,1001.00,81.55,0.00,0.00
256036943,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 11:27,22834528,7. Glamors Symbol,0,4.10000000,1.0000,2.6072,1.00,1001.00,1.00,1001.00,78.59,0.00,0.00
256002200,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 04:30,96800249,1. Affinedeel,0,5.40349686,1.0000,3.8059,1.00,1001.00,1.00,1001.00,550.63,0.00,0.00
256002192,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 04:00,96800245,13. Caledonian Summer,0,9.20000000,1.0000,7.0014,1.00,1001.00,1.00,1001.00,226.72,0.00,0.00
255998317,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 06:15,39218986,8. Rothrock,0,3.49129953,1.0000,2.0120,1.00,1001.00,1.00,1001.00,555.49,0.00,0.00
256036741,Menangle (AUS) 31st Mar,To Be Placed,31-03-2026 06:22,88990447,6. Happy Too Ya,0,5.30000000,1.0000,1.1951,1.00,1001.00,1.00,1001.00,13.66,0.00,0.00
255998320,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 06:50,96800096,10. Audenzia,0,14.52493024,1.0000,8.3587,1.00,1001.00,1.00,1001.00,284.45,0.00,0.00
256036738,Menangle (AUS) 31st Mar,To Be Placed,31-03-2026 05:47,53090221,8. The Best Of You,0,11.50000000,1.0000,8.0213,1.00,1001.00,1.00,1001.00,33.28,0.00,0.00
256037139,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 08:05,39594496,6. Our Art Work,1,6.80000000,1.0000,4.1595,1.00,1001.00,1.00,1001.00,31.40,0.00,0.00
256036931,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 08:13,41488330,10. Lollipop,0,5.94949735,1.0000,2.1195,1.00,1001.00,1.00,1001.00,11.68,0.00,0.00
256037139,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 08:05,59455078,2. Inside Leg,1,2.86000000,1.0000,2.4910,1.00,1001.00,1.00,1001.00,321.02,0.00,0.00
256002531,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 07:50,96800456,16. Oh So Thrilling,0,40.00000000,1.0000,25.0508,1.00,1001.00,1.00,1001.00,277.71,0.00,0.00
256002523,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 06:35,84471345,5. Carohvic,1,1.48411282,1.0000,1.3015,1.00,1001.00,1.00,1001.00,2061.76,0.00,0.00
256039503,Gloucester Park (AUS) 31st Mar,To Be Placed,31-03-2026 12:10,35709985,3. Brewery Lane,1,1.89511238,1.0000,1.0000,1.00,1001.00,1.00,1001.00,0.00,0.00,0.00
256036931,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 08:13,46639597,3. Wongalea Meg,0,3.60000000,1.0000,3.1977,1.00,1001.00,1.00,1001.00,165.85,0.00,0.00
256037149,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 10:43,83642837,3. Warrioress,0,42.97157459,1.0000,17.8347,1.00,1001.00,1.00,1001.00,7.02,0.00,0.00
256037149,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 10:43,96773168,5. Midnight Alibi,0,5.00000000,1.0000,2.2302,1.00,1001.00,1.00,1001.00,25.90,0.00,0.00
256036744,Menangle (AUS) 31st Mar,To Be Placed,31-03-2026 07:03,26310364,1. Gimme A Reason,0,16.50000000,1.0000,5.7830,1.00,1001.00,1.00,1001.00,63.03,0.00,0.00
256002519,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 05:55,72444343,10. Little Iffy,0,4.80548313,1.0000,3.2554,1.00,1001.00,1.00,1001.00,865.56,0.00,0.00
256036935,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 09:11,6286257,9. Hes A Terror,0,3.50000000,1.0000,1.6307,1.00,1001.00,1.00,1001.00,62.74,0.00,0.00
255998317,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 06:15,40796287,1. The Dramatist,0,3.96939825,1.0000,3.8038,1.00,1001.00,1.00,1001.00,2039.94,0.00,0.00
256036729,Menangle (AUS) 31st Mar,To Be Placed,31-03-2026 04:03,76292533,8. Tristar For Chris,0,7.00000000,1.0000,2.3628,1.00,1001.00,1.00,1001.00,29.42,0.00,0.00
256037151,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 11:17,28417626,5. Iamawingate,0,9.00000000,1.0000,2.4500,1.00,1001.00,1.00,1001.00,6.24,0.00,0.00
256036935,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 09:11,64319609,1. Tigernator,0,1.24000000,1.0000,1.2735,1.00,1001.00,1.00,1001.00,460.31,0.00,0.00
256002515,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 05:20,1464743,6. Royal Edition,0,4.50000000,1.0000,3.4032,1.00,1001.00,1.00,1001.00,692.84,0.00,0.00
256002507,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 04:10,84659170,6. Goncalo,0,8.20000000,1.0000,6.6788,1.00,1001.00,1.00,1001.00,496.52,0.00,0.00
256002216,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 05:30,96181518,8. Singapore Splash,0,1.70620928,1.0000,1.5866,1.00,1001.00,1.00,1001.00,782.74,0.00,0.00
256039500,Gloucester Park (AUS) 31st Mar,To Be Placed,31-03-2026 11:35,49549227,6. Suga Daddy,1,7.00000000,1.0000,,1.00,1001.00,1.00,1001.00,12.46,0.00,0.00
256037143,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 09:01,96773161,6. Ozzie Pearl,1,1.42000000,1.0000,1.3489,1.00,1001.00,1.00,1001.00,426.62,0.00,0.00
256002527,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 07:10,79562496,9. Ready Tiger,1,7.59377566,1.0000,4.3032,1.00,1001.00,1.00,1001.00,248.86,0.00,0.00
256031421,Port Pirie (AUS) 31st Mar,To Be Placed,31-03-2026 08:51,9182332,1. Im Hector,0,6.80000000,1.0000,4.2576,1.00,1001.00,1.00,1001.00,43.18,0.00,0.00
256002531,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 07:50,88376019,2. Misterkipchoge,0,5.85173614,1.0000,4.6917,1.00,1001.00,1.00,1001.00,1965.54,0.00,0.00
256036941,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 10:53,38521832,8. Our Ultimate Bonny,0,2.38000000,1.0000,1.4165,1.00,1001.00,1.00,1001.00,82.48,0.00,0.00
256036931,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 08:13,28587484,6. Roll Play,0,12.00000000,1.0000,6.7317,1.00,1001.00,1.00,1001.00,9.02,0.00,0.00
256037974,Albion Park (AUS) 31st Mar,To Be Placed,31-03-2026 04:17,96793305,3. Airforce One,0,10.00000000,1.0000,7.4520,1.00,1001.00,1.00,1001.00,88.42,0.00,0.00
255998311,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 05:05,91158040,6. Azure Angel,1,1.86172547,1.0000,1.5558,1.00,1001.00,1.00,1001.00,876.95,0.00,0.00
256002232,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 06:30,96800269,5. Swift Power,0,4.21888412,1.0000,3.2708,1.00,1001.00,1.00,1001.00,429.60,0.00,0.00
255998320,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 06:50,82414435,12. Ahellbenda,0,22.80950675,1.0000,12.9976,1.00,1001.00,1.00,1001.00,164.84,0.00,0.00
256036941,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 10:53,39989711,2. Alice On The Beach,0,3.75000000,1.0000,2.2906,1.00,1001.00,1.00,1001.00,100.92,0.00,0.00
256036939,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 10:19,66488180,4. Bettes Blue Violet,0,1.59623841,1.0000,1.7879,1.00,1001.00,1.00,1001.00,249.24,0.00,0.00
256036935,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 09:11,57114738,8. Bolanalong,0,5.80000000,1.0000,3.1228,1.00,1001.00,1.00,1001.00,72.00,0.00,0.00
255998320,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 06:50,2152871,7. Wild Thoughts,0,5.55201072,1.0000,4.0395,1.00,1001.00,1.00,1001.00,1082.66,0.00,0.00
255998314,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 05:40,96800091,14. Lets Be Honest,0,1.65000000,1.0000,1.5605,1.00,1001.00,1.00,1001.00,2033.24,0.00,0.00
255998305,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 03:50,85250186,6. Kitsune Vixen,0,25.57160115,1.0000,17.6162,1.00,1001.00,1.00,1001.00,171.92,0.00,0.00
256037149,Swan Hill (AUS) 31st Mar,To Be Placed,31-03-2026 10:43,46790916,6. Roam,1,2.03523613,1.0000,1.6697,1.00,1001.00,1.00,1001.00,283.86,0.00,0.00
256031427,Port Pirie (AUS) 31st Mar,To Be Placed,31-03-2026 10:33,82048266,3. Bustnloose,1,2.18000000,1.0000,2.4362,1.00,1001.00,1.00,1001.00,204.21,0.00,0.00
256002523,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 06:35,96800452,13. Properleigh,0,60.00000000,1.0000,39.7648,1.00,1001.00,1.00,1001.00,138.78,0.00,0.00
256002519,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 05:55,2763418,8. Thats It,0,3.05733470,1.0000,2.7754,1.00,1001.00,1.00,1001.00,1068.33,0.00,0.00
256002224,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 06:00,86142922,2. Karasmatic,1,1.20793804,1.0000,1.0880,1.00,1001.00,1.00,1001.00,1108.30,0.00,0.00
256002208,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 05:00,40928650,2. Come Along Jeffrey,1,3.08726743,1.0000,2.1265,1.00,1001.00,1.00,1001.00,679.59,0.00,0.00
255998323,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 07:30,91872976,12. Sunsprite,1,1.90490806,1.0000,1.5852,1.00,1001.00,1.00,1001.00,1393.63,0.00,0.00
256036939,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 10:19,62395204,3. Significant Laz,0,4.20000000,1.0000,2.3310,1.00,1001.00,1.00,1001.00,54.48,0.00,0.00
256039500,Gloucester Park (AUS) 31st Mar,To Be Placed,31-03-2026 11:35,38902165,5. Bee Bee Beroc,0,1.59000000,1.0000,1.1778,1.00,1001.00,1.00,1001.00,123.74,0.00,0.00
256002184,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 03:30,94098915,7. Snobbery,1,2.97247407,1.0000,2.6214,1.00,1001.00,1.00,1001.00,1249.00,0.00,0.00
256036935,Junee (AUS) 31st Mar,To Be Placed,31-03-2026 09:11,24228793,4. Sokys Falcon,1,4.00000000,1.0000,2.5631,1.00,1001.00,1.00,1001.00,26.96,0.00,0.00
256002515,Townsville (AUS) 31st Mar,To Be Placed,31-03-2026 05:20,96800445,13. Oscar Booie,0,3.48556350,1.0000,3.0420,1.00,1001.00,1.00,1001.00,677.28,0.00,0.00
255998308,Newcastle (AUS) 31st Mar,To Be Placed,31-03-2026 04:25,96533957,2. Charlina,1,1.19247360,1.0000,1.1443,1.00,1001.00,1.00,1001.00,2013.11,0.00,0.00
256037980,Albion Park (AUS) 31st Mar,To Be Placed,31-03-2026 06:07,67336622,9. Koda Da Moda,1,4.40000000,1.0000,2.1273,1.00,1001.00,1.00,1001.00,20.43,0.00,0.00
256002240,Kilmore (AUS) 31st Mar,To Be Placed,31-03-2026 07:00,96800273,8. Prince Pinot,1,1.83018323,1.0000,1.6478,1.00,1001.00,1.00,1001.00,1116.01,0.00,0.00
256036726,Menangle (AUS) 31st Mar,To Be Placed,31-03-2026 03:22,21859522,5. Bettor Be Lucky,1,5.36620377,1.0000,4.3289,1.00,1001.00,1.00,1001.00,285.43,0.00,0.00
