event_id,menu_hint,event_name,event_dt,selection_id,selection_name,win_lose,bsp,ppwap,morningwap,ppmax,ppmin,ipmax,ipmin,morningtradedvol,pptradedvol,iptradedvol
253343447,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:35,41751527,Made In Dubai,0,5.90000000,5.2231,1.0000,1.00,1001.00,1.00,1001.00,0.00,66.24,5.00
253343447,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:35,46136000,Chaldero,0,4.57333333,4.1051,1.0000,1.00,1001.00,1.00,1001.00,0.00,41.24,6.00
253343427,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:15,73963322,Reyenzi,0,6.00000000,4.4999,1.0000,1.00,1001.00,1.00,1001.00,0.00,6.86,3.00
253343417,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:05,91890705,Doghan,0,11.37333333,7.8581,1.0000,1.00,1001.00,1.00,1001.00,0.00,11.00,3.00
253343432,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:50,59154555,Run Boy Run,0,5.75278387,5.1544,1.0000,1.00,1001.00,1.00,1001.00,0.00,214.90,42.36
253343427,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:15,94417758,Tap Leader,1,1.94500000,1.7153,1.0000,1.97,1.54,1.00,1001.00,0.00,809.46,0.00
253343422,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:40,5451903,Mayana,0,70.00000000,1.0000,1.0000,1.00,1001.00,1.00,1001.00,0.00,0.00,0.00
253343432,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:50,50148695,Yotarid,0,2.98000000,2.5726,1.0000,1.00,1001.00,1.00,1001.00,0.00,482.68,7.60
253343447,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:35,36381762,Giustino,0,6.58354955,9.1998,1.0000,1.00,1001.00,1.00,1001.00,0.00,2.00,33.08
253343412,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 13:30,44670449,Fire Doro,0,6.20000000,4.7386,1.0000,1.00,1001.00,1.00,1001.00,0.00,22.66,3.00
253343437,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 16:25,13667,Arabian Light,1,2.10328139,2.0002,1.0000,1.00,1001.00,1.00,1001.00,0.00,732.18,154.51
253343427,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:15,68417196,Ocean Viking,0,2.25000000,2.1551,1.0000,1.00,1001.00,1.00,1001.00,0.00,279.74,0.00
253343442,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:00,62395825,Mozahim,0,4.53716594,4.2805,1.0000,1.00,1001.00,1.00,1001.00,0.00,43.48,1.00
253343432,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:50,68969398,Symbol Of Honour,0,1.97376203,1.5284,1.0000,1.53,1.53,1.00,1001.00,0.00,1480.17,74.64
253343437,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 16:25,28316179,Crystal Black,0,2.78000000,2.7980,1.0000,2.70,2.70,1.00,1001.00,0.00,1002.79,5.71
253343432,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:50,24035805,Kubrick,0,48.00000000,37.7733,1.0000,1.00,1001.00,1.00,1001.00,0.00,7.06,5.55
253343442,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:00,55753590,The Camden Colt,0,1.57000000,1.6137,1.0000,1.63,1.60,1.00,1001.00,0.00,1348.33,6.00
253343432,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:50,818363,Apollo One,0,4.13565376,3.0013,1.0000,1.00,1001.00,1.00,1001.00,0.00,522.53,196.25
253343447,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:35,4994257,Jolly Roger,0,2.26242231,2.1018,1.0000,1.00,1001.00,1.00,1001.00,0.00,314.22,53.00
253343442,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:00,72321863,Zandvoort,0,3.68327107,2.6842,1.0000,1.00,1001.00,1.00,1001.00,0.00,63.42,16.11
253343417,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:05,28172579,Asian Queen,0,7.80000000,7.0444,1.0000,1.00,1001.00,1.00,1001.00,0.00,22.92,3.00
253343422,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:40,42218379,Sweet Sunshine,0,46.66740616,5.3606,1.0000,1.00,1001.00,1.00,1001.00,0.00,10.02,0.00
253343442,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:00,159160,Native Approach,0,3.34778796,5.3046,1.0000,1.00,1001.00,1.00,1001.00,0.00,123.42,38.00
253343432,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:50,78513166,Rebels Gamble,0,7.93828213,5.5358,1.0000,1.00,1001.00,1.00,1001.00,0.00,68.15,0.00
253343417,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:05,86834849,National History,1,1.50120687,1.4313,1.0000,1.45,1.45,1.00,1001.00,0.00,2272.29,62.03
253343447,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:35,78759178,War Socks,1,2.55263368,2.5667,1.0000,1.00,1001.00,1.00,1001.00,0.00,238.56,16.00
253343412,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 13:30,92473828,Zumbezi,0,3.33169055,2.5845,1.0000,1.00,1001.00,1.00,1001.00,0.00,3.86,5.60
253343417,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:05,94417751,Mustakbal,0,13.00000000,1.4266,1.0000,1.00,1001.00,1.00,1001.00,0.00,9.00,3.00
253343422,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:40,10107100,True Test,0,2.68952618,2.4479,1.0000,1.00,1001.00,1.00,1001.00,0.00,92.79,3.60
253343442,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:00,45518085,Dolayli,0,12.67000000,7.9552,1.0000,1.00,1001.00,1.00,1001.00,0.00,5.36,3.00
253343417,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:05,92754785,Salloom,1,1.37208483,1.3462,1.0000,1.35,1.27,1.00,1001.00,0.00,2070.40,15.00
253343437,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 16:25,77095932,Chibitty,0,12.00000000,11.9816,1.0000,11.50,11.50,1.00,1001.00,0.00,155.53,1.00
253343442,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 17:00,56881074,Crown Estate,0,5.43032363,4.0865,1.0000,1.00,1001.00,1.00,1001.00,0.00,72.79,19.57
253343427,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:15,78792449,Run With It,0,9.20000000,7.9978,1.0000,1.00,1001.00,1.00,1001.00,0.00,60.96,2.60
253343417,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:05,5003054,Sary Shayan,1,13.00000000,7.4099,1.0000,1.00,1001.00,1.00,1001.00,0.00,22.87,3.00
253343427,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:15,63086081,Elyabri,0,2.64206185,2.5775,1.0000,1.00,1001.00,1.00,1001.00,0.00,428.94,10.00
253343427,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 15:15,57981185,Truth Explained,0,5.04146483,1.0000,1.0000,1.00,1001.00,1.00,1001.00,0.00,0.00,34.27
253343422,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 14:40,1122498,Piana,0,6.30299665,6.8278,1.0000,1.00,1001.00,1.00,1001.00,0.00,58.47,104.35
253343412,Meydan (UAE) 30th Jan,To Be Placed,30-01-2026 13:30,85791145,Sword Maker,1,2.26000000,2.1292,1.0000,1.00,1001.00,1.00,1001.00,0.00,192.72,44.00
