minute,value
1.0,-6
2.0,-13
3.0,-4
4.0,6
5.0,-2
6.0,18
7.0,-14
8.0,-18
9.0,-44
10.0,-30
11.0,-20
12.0,27
13.0,18
14.0,20
15.0,8
16.0,4
17.0,-8
18.0,7
19.0,2
20.0,-20
21.0,-16
22.0,-22
23.0,-12
24.0,27
25.0,13
26.0,12
27.0,-18
28.0,-4
29.0,11
30.0,-5
31.0,3
32.0,-45
33.0,-18
34.0,-64
35.0,-44
36.0,-32
37.0,-22
38.0,-3
39.0,-11
40.0,6
41.0,3
42.0,-43
43.0,-15
44.0,11
45.0,5
45.5,43
46.0,8
47.0,-7
48.0,-34
49.0,-15
50.0,18
51.0,-7
52.0,-4
53.0,-33
54.0,-24
55.0,-19
56.0,-19
57.0,-5
58.0,12
59.0,9
60.0,26
61.0,73
62.0,45
63.0,100
64.0,62
65.0,37
66.0,78
67.0,37
68.0,18
69.0,12
70.0,9
71.0,3
72.0,-29
73.0,-20
74.0,20
75.0,6
76.0,5
77.0,6
78.0,16
79.0,-33
80.0,-10
81.0,-10
82.0,-11
83.0,-13
84.0,-10
85.0,-83
86.0,-53
87.0,-31
88.0,-19
89.0,17
90.0,9
90.5,-46
