minute,value
1.0,-7
2.0,-15
3.0,-79
4.0,-54
5.0,-65
6.0,-68
7.0,-41
8.0,-16
9.0,-73
10.0,-67
11.0,-49
12.0,-44
13.0,-34
14.0,-23
15.0,-42
16.0,-28
17.0,-20
18.0,-13
19.0,-1
20.0,-52
21.0,-17
22.0,-63
23.0,-41
24.0,-61
25.0,-49
26.0,-32
27.0,-12
28.0,-23
29.0,-89
30.0,-65
31.0,-52
32.0,-40
33.0,-38
34.0,-25
35.0,-22
36.0,-67
37.0,-78
38.0,-75
39.0,-84
40.0,-53
41.0,-29
42.0,-41
43.0,-54
44.0,-30
45.0,-35
45.5,-4
46.0,-2
47.0,12
48.0,-10
49.0,-4
50.0,-33
51.0,-48
52.0,-39
53.0,-50
54.0,-29
55.0,-34
56.0,-44
57.0,-41
58.0,-89
59.0,-55
60.0,-36
61.0,-74
62.0,-61
63.0,-36
64.0,-27
65.0,-21
66.0,-14
67.0,-12
68.0,-12
69.0,-15
70.0,-11
71.0,-9
72.0,-11
73.0,-15
74.0,-18
75.0,-11
76.0,-16
77.0,-22
78.0,-69
79.0,-48
80.0,-55
81.0,-39
82.0,29
83.0,-42
84.0,-14
85.0,-10
86.0,-21
87.0,-50
88.0,-34
89.0,-46
90.0,-42
90.5,-19
