minute,value
1.0,2
2.0,3
3.0,3
4.0,-4
5.0,5
6.0,6
7.0,15
8.0,29
9.0,14
10.0,25
11.0,30
12.0,15
13.0,9
14.0,-20
15.0,16
16.0,3
17.0,18
18.0,13
19.0,8
20.0,42
21.0,59
22.0,70
23.0,40
24.0,22
25.0,-22
26.0,28
27.0,-24
28.0,32
29.0,40
30.0,35
31.0,4
32.0,44
33.0,35
34.0,31
35.0,62
36.0,40
37.0,30
38.0,31
39.0,29
40.0,24
41.0,24
42.0,14
43.0,-15
44.0,9
45.0,13
45.5,2
46.0,37
47.0,28
48.0,24
49.0,23
50.0,52
51.0,47
52.0,6
53.0,10
54.0,1
55.0,10
56.0,28
57.0,27
58.0,24
59.0,23
60.0,28
61.0,27
62.0,35
63.0,20
64.0,-37
65.0,-12
66.0,-5
67.0,-1
68.0,4
69.0,9
70.0,9
71.0,18
72.0,16
73.0,38
74.0,25
75.0,38
76.0,24
77.0,16
78.0,8
79.0,7
80.0,12
81.0,-9
82.0,-42
83.0,-20
84.0,-6
85.0,22
86.0,13
87.0,12
88.0,8
89.0,49
90.0,33
90.5,-20
