Model,Strategy,Accuracy,Brier,Bets,WinRate,ROI,Balance
Ridge,Kelly (Frac),0.540625,0.5955049910677727,274,0.26277372262773724,-0.016819679216941833,953.9140789455794
SVR,Kelly (Frac),0.55,0.5984879471577879,278,0.2949640287769784,-0.01989166238219774,944.7011785774903
GBM,Kelly (Frac),0.51875,0.6215676480905667,285,0.2771929824561403,-0.019616160395681627,944.0939428723074
