minute,value
1.0,-4
2.0,-10
3.0,-13
4.0,-16
5.0,-40
6.0,27
7.0,-13
8.0,-13
9.0,-9
10.0,-5
11.0,13
12.0,17
13.0,31
14.0,6
15.0,-6
16.0,-8
17.0,-11
18.0,-13
19.0,-29
20.0,-30
21.0,-17
22.0,-10
23.0,13
24.0,6
25.0,-15
26.0,-13
27.0,-28
28.0,-28
29.0,-32
30.0,-13
31.0,10
32.0,-8
33.0,-10
34.0,17
35.0,1
36.0,-8
37.0,-9
38.0,-11
39.0,-25
40.0,-21
41.0,-19
42.0,-18
43.0,-30
44.0,-31
45.0,-25
45.5,-12
46.0,-11
47.0,-54
48.0,-42
49.0,-34
50.0,-29
51.0,-60
52.0,-68
53.0,-40
54.0,-26
55.0,-17
56.0,16
57.0,-15
58.0,-6
59.0,-13
60.0,-15
61.0,-26
62.0,-21
63.0,54
64.0,19
65.0,-17
66.0,-9
67.0,-12
68.0,-89
69.0,-63
70.0,-35
71.0,-51
72.0,-62
73.0,-30
74.0,-37
75.0,-38
76.0,-18
77.0,24
78.0,-36
79.0,-19
80.0,-30
81.0,-22
82.0,-19
83.0,-28
84.0,-21
85.0,-15
86.0,-41
87.0,-28
88.0,-20
89.0,-24
90.0,-71
90.5,-105
