Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Match Report,player_id
2023-08-11,Fri,Premier League,Matchweek 1,Home,L 0–3,Burnley,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,51,2,1,2,0.0,0.0,0.0,0,0,32,38,84.2,3,24,1,0,0,Match Report,93e08bce
2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–3,Burnley,Aston Villa,Y,"CB,RB",90,0,0,0,0,0,0,0,0,86,0,1,0,0.0,0.0,0.0,0,0,72,83,86.7,8,71,2,1,1,Match Report,93e08bce
2023-08-30,Wed,EFL Cup,Second round,Away,W 1–0,Burnley,Nott'ham Forest,N,,56,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,93e08bce
2023-09-02,Sat,Premier League,Matchweek 4,Home,L 2–5,Burnley,Tottenham,Y,"RB,WB",90,0,0,0,0,3,0,0,0,54,2,3,1,0.1,0.1,0.0,1,0,29,42,69.0,2,26,1,0,0,Match Report,93e08bce
2023-09-09,Sat,UEFA Euro Qualifying,Group stage,Away,W 1–0,be Belgium,az Azerbaijan,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,93e08bce
2023-09-12,Tue,UEFA Euro Qualifying,Group stage,Home,W 5–0,be Belgium,ee Estonia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,93e08bce
2023-09-18,Mon,Premier League,Matchweek 5,Away,D 1–1,Burnley,Nott'ham Forest,Y,CB,90,0,0,0,0,1,0,0,0,75,0,0,1,0.0,0.0,0.0,1,0,60,66,90.9,4,56,1,0,0,Match Report,93e08bce
2023-09-23,Sat,Premier League,Matchweek 6,Home,L 0–1,Burnley,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,128,0,2,0,0.0,0.0,0.1,2,0,109,123,88.6,10,98,0,0,0,Match Report,93e08bce
2023-09-26,Tue,EFL Cup,Third round,Away,W 4–0,Burnley,Salford City,N,,9,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,93e08bce
2023-09-30,Sat,Premier League,Matchweek 7,Away,L 0–2,Burnley,Newcastle Utd,Y,CB,90,0,0,0,0,1,1,0,0,59,1,0,0,0.1,0.1,0.0,0,0,38,50,76.0,0,43,0,0,0,Match Report,93e08bce
2023-10-03,Tue,Premier League,Matchweek 2,Away,W 2–1,Burnley,Luton Town,Y,CB,90,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,1,1,21,26,80.8,0,18,0,0,0,Match Report,93e08bce
2023-10-07,Sat,Premier League,Matchweek 8,Home,L 1–4,Burnley,Chelsea,Y,CB,45,0,0,0,0,0,0,0,0,23,1,0,1,0.0,0.0,0.0,0,0,18,19,94.7,0,19,0,0,0,Match Report,93e08bce
2023-10-21,Sat,Premier League,Matchweek 9,Away,L 0–3,Burnley,Brentford,Y,"CB,RB",90,0,0,0,0,0,0,0,0,52,0,0,1,0.0,0.0,0.0,0,0,37,45,82.2,1,34,1,1,1,Match Report,93e08bce
2023-10-28,Sat,Premier League,Matchweek 10,Away,L 1–2,Burnley,Bournemouth,Y,CB,90,0,0,0,0,0,0,1,0,73,2,1,0,0.0,0.0,0.0,0,0,61,66,92.4,1,60,0,0,0,Match Report,93e08bce
2023-11-01,Wed,EFL Cup,Fourth round,Away,L 0–3,Burnley,Everton,Y,CB,90,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,Match Report,93e08bce
2023-11-15,Wed,Friendlies (M),Friendlies (M),Home,W 1–0,be Belgium,rs Serbia,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report,93e08bce
2023-11-19,Sun,UEFA Euro Qualifying,Group stage,Home,W 5–0,be Belgium,az Azerbaijan,N,,7,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report,93e08bce
2023-12-05,Tue,Premier League,Matchweek 15,Away,L 0–1,Burnley,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,93e08bce
2023-12-16,Sat,Premier League,Matchweek 17,Home,L 0–2,Burnley,Everton,N,LB,21,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,0,0,19,22,86.4,1,11,0,0,0,Match Report,93e08bce
2024-01-05,Fri,FA Cup,Third round proper,Away,L 0–1,Burnley,Tottenham,N,,24,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,Match Report,93e08bce
2024-01-12,Fri,Premier League,Matchweek 21,Home,D 1–1,Burnley,Luton Town,Y,LB,90,0,0,0,0,2,1,0,0,46,1,3,3,0.1,0.1,0.0,2,0,21,29,72.4,3,20,1,3,1,Match Report,93e08bce
