Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Match Report,player_id
2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,D 1 (1)–1 (4),Manchester City,Arsenal,Y*,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,86dd77d1
2023-08-11,Fri,Premier League,Matchweek 1,Away,W 3–0,Manchester City,Burnley,Y,RB,89,0,0,0,0,0,0,0,0,81,0,0,0,0.0,0.0,0.0,2,1,66,72,91.7,2,48,1,3,0,Match Report,86dd77d1
2023-08-16,Wed,Super Cup,UEFA Super Cup,Home,D 1 (5)–1 (4),eng Manchester City,es Sevilla,Y*,RB,90,0,0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,Match Report,86dd77d1
2023-08-19,Sat,Premier League,Matchweek 2,Home,W 1–0,Manchester City,Newcastle Utd,Y*,RB,90,0,0,0,0,0,0,0,0,76,1,0,0,0.0,0.0,0.1,2,0,65,73,89.0,3,35,2,2,2,Match Report,86dd77d1
2023-08-27,Sun,Premier League,Matchweek 3,Away,W 2–1,Manchester City,Sheffield Utd,Y*,RB,90,0,0,0,0,2,0,0,0,95,1,0,1,0.0,0.0,0.3,7,1,72,86,83.7,12,68,5,3,2,Match Report,86dd77d1
2023-09-02,Sat,Premier League,Matchweek 4,Home,W 5–1,Manchester City,Fulham,Y*,RB,90,0,0,0,0,0,0,0,0,109,1,0,0,0.0,0.0,0.0,1,1,86,106,81.1,5,51,3,1,1,Match Report,86dd77d1
2023-09-09,Sat,UEFA Euro Qualifying,Group stage,Away,D 1–1,eng England,ua Ukraine,Y,RB,90,1,0,0,0,1,1,0,0,,,1,,,,,,,,,,,,,,,Match Report,86dd77d1
2023-09-12,Tue,Friendlies (M),Friendlies (M),Away,W 3–1,eng England,sct Scotland,Y,RB,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report,86dd77d1
2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Manchester City,West Ham,Y*,RB,90,0,0,0,0,0,0,0,0,102,3,1,1,0.0,0.0,0.4,2,0,87,94,92.6,9,79,2,0,0,Match Report,86dd77d1
2023-09-19,Tue,Champions Lg,Group stage,Home,W 3–1,eng Manchester City,rs Red Star,Y*,"RB,CB",90,0,0,0,0,1,0,0,0,75,2,0,0,0.0,0.0,0.3,6,0,65,72,90.3,5,49,2,0,0,Match Report,86dd77d1
2023-09-23,Sat,Premier League,Matchweek 6,Home,W 2–0,Manchester City,Nott'ham Forest,Y*,RB,90,0,1,0,0,0,0,0,0,66,0,0,1,0.0,0.0,0.1,2,1,53,62,85.5,0,31,2,1,0,Match Report,86dd77d1
2023-09-27,Wed,EFL Cup,Third round,Away,L 0–1,Manchester City,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,86dd77d1
2023-09-30,Sat,Premier League,Matchweek 7,Away,L 1–2,Manchester City,Wolves,Y*,"RB,CB",90,0,0,0,0,1,1,1,0,74,0,1,1,0.0,0.0,0.0,3,0,58,68,85.3,9,50,2,0,0,Match Report,86dd77d1
2023-10-04,Wed,Champions Lg,Group stage,Away,W 3–1,eng Manchester City,de RB Leipzig,Y*,RB,90,0,0,0,0,0,0,0,0,94,2,0,0,0.0,0.0,0.0,1,0,76,89,85.4,9,53,3,0,0,Match Report,86dd77d1
2023-10-08,Sun,Premier League,Matchweek 8,Away,L 0–1,Manchester City,Arsenal,Y*,RB,90,0,0,0,0,0,0,0,0,57,2,1,0,0.0,0.0,0.0,0,0,45,52,86.5,3,27,4,1,1,Match Report,86dd77d1
2023-10-13,Fri,Friendlies (M),Friendlies (M),Home,W 1–0,eng England,au Australia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,86dd77d1
2023-10-17,Tue,UEFA Euro Qualifying,Group stage,Home,W 3–1,eng England,it Italy,Y,RB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,Match Report,86dd77d1
2023-10-21,Sat,Premier League,Matchweek 9,Home,W 2–1,Manchester City,Brighton,Y*,RB,90,0,0,0,0,0,0,0,0,76,1,2,1,0.0,0.0,0.0,0,0,62,69,89.9,2,30,0,0,0,Match Report,86dd77d1
