Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Match Report,player_id
2023-08-06,Sun,Community Shield,FA Community Shield,Neutral,D 1 (1)–1 (4),Manchester City,Arsenal,Y,AM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,3eb22ec9
2023-08-11,Fri,Premier League,Matchweek 1,Away,W 3–0,Manchester City,Burnley,Y,"CM,RW",90,0,0,0,0,0,0,0,0,75,1,0,0,0.0,0.0,0.0,0,0,61,70,87.1,3,58,2,1,0,Match Report,3eb22ec9
2023-08-27,Sun,Premier League,Matchweek 3,Away,W 2–1,Manchester City,Sheffield Utd,Y,"RW,DM",90,0,0,0,0,0,0,0,0,61,1,0,1,0.0,0.0,0.7,11,0,47,55,85.5,9,50,11,2,1,Match Report,3eb22ec9
2023-09-02,Sat,Premier League,Matchweek 4,Home,W 5–1,Manchester City,Fulham,N,DM,15,0,0,0,0,0,0,1,0,22,0,0,0,0.0,0.0,0.0,0,0,21,22,95.5,0,15,0,0,0,Match Report,3eb22ec9
2023-09-08,Fri,UEFA Euro Qualifying,Group stage,Away,W 1–0,pt Portugal,sk Slovakia,Y,FW,90,0,1,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,Match Report,3eb22ec9
2023-09-11,Mon,UEFA Euro Qualifying,Group stage,Home,W 9–0,pt Portugal,lu Luxembourg,Y*,AM,60,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report,3eb22ec9
2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Manchester City,West Ham,Y,"DM,RW",89,1,1,0,0,1,1,0,0,79,1,0,0,0.4,0.4,0.4,9,2,71,75,94.7,12,71,6,1,1,Match Report,3eb22ec9
2023-09-19,Tue,Champions Lg,Group stage,Home,W 3–1,eng Manchester City,rs Red Star,Y,RW,43,0,0,0,0,3,1,0,0,38,2,0,2,0.2,0.2,0.0,4,0,25,30,83.3,3,24,2,0,0,Match Report,3eb22ec9
2023-10-04,Wed,Champions Lg,Group stage,Away,W 3–1,eng Manchester City,de RB Leipzig,Y,RW,86,0,0,0,0,3,0,0,0,62,0,0,0,0.4,0.4,0.1,4,1,49,55,89.1,8,41,8,3,1,Match Report,3eb22ec9
2023-10-08,Sun,Premier League,Matchweek 8,Away,L 0–1,Manchester City,Arsenal,Y,"CM,RM",90,0,0,0,0,0,0,1,0,72,3,0,2,0.0,0.0,0.0,0,0,63,66,95.5,6,49,2,0,0,Match Report,3eb22ec9
