minute,value
1.0,4
2.0,4
3.0,37
4.0,22
5.0,13
6.0,31
7.0,18
8.0,29
9.0,20
10.0,-22
11.0,-2
12.0,65
13.0,40
14.0,26
15.0,-43
16.0,-20
17.0,-21
18.0,-42
19.0,-38
20.0,-33
21.0,-29
22.0,-47
23.0,-26
24.0,-14
25.0,-17
26.0,-20
27.0,-33
28.0,-27
29.0,-21
30.0,-89
31.0,-64
32.0,-97
33.0,-59
34.0,-66
35.0,-35
36.0,-14
37.0,11
38.0,-29
39.0,-18
40.0,-17
41.0,-16
42.0,-13
43.0,-18
44.0,-19
45.0,-20
45.5,-41
46.0,9
47.0,-14
48.0,-5
49.0,-10
50.0,-14
51.0,-32
52.0,-28
53.0,-38
54.0,-30
55.0,-40
56.0,-34
57.0,-32
58.0,-29
59.0,-56
60.0,-59
61.0,-42
62.0,-28
63.0,-45
64.0,-61
65.0,-38
66.0,-49
67.0,-32
68.0,-21
69.0,-39
70.0,-21
71.0,-8
72.0,-17
73.0,-17
74.0,-4
75.0,7
76.0,-7
77.0,-25
78.0,-21
79.0,-19
80.0,-19
81.0,-33
82.0,-42
83.0,-39
84.0,-29
85.0,-38
86.0,-18
87.0,-3
88.0,-5
89.0,-9
90.0,-5
90.5,-8
