name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,averageX,averageY,pointsCount,team,firstName,lastName,sofascoreId
Cauley Woodrow,cauley-woodrow,C. Woodrow,F,12,116,M,140487,"{'nameTranslation': {'ar': 'كاولي وودرو', 'hi': 'काउली वुडरो', 'bn': 'কাউলি উড্রো'}, 'shortNameTranslation': {'ar': 'ك. وودرو', 'hi': 'सी. वुडरो', 'bn': 'সি. উড্রো'}}",50.815,77.07,20,home,,,
Fred Onyedinma,fred-onyedinma,F. Onyedinma,M,44,115,M,370932,"{'nameTranslation': {'ar': 'فريد أونيادينما'}, 'shortNameTranslation': {'ar': 'ف. أونيادينما'}}",59.170833333333,12.958333333333,48,home,,,
Elijah Adebayo,adebayo-elijah,E. Adebayo,F,11,1056,M,920542,"{'nameTranslation': {'ar': 'أديبايو، إيلايا', 'hi': 'एडेबायो, एलिजा', 'bn': 'অ্যাডেবায়ো, ইলিয়াস'}, 'shortNameTranslation': {'ar': 'أديبايو', 'hi': 'ई. एडेबायो', 'bn': 'ই. অ্যাডেবায়ো'}}",63.808571428571,65.677142857143,35,home,,,
Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,558,M,45959,"{'nameTranslation': {'ar': 'توماس كامينسكي', 'hi': 'थॉमस कामिन्स्की', 'bn': 'টমাস কামিনস্কি'}, 'shortNameTranslation': {'ar': 'ت. كامينسكي', 'hi': 'टी. कामिन्स्की', 'bn': 'টি. কামিনস্কি'}}",14.697619047619,49.02380952381,42,home,,,
Carlton Morris,carlton-morris,C. Morris,F,9,1084,M,358222,"{'nameTranslation': {'ar': 'كارلتون موريس', 'hi': 'कार्लटन मॉरिस', 'bn': 'কার্লটন মরিস'}, 'shortNameTranslation': {'ar': 'ك. موريس', 'hi': 'सी. मॉरिस', 'bn': 'সি. মরিস'}}",51.713793103448,37.091379310345,58,home,,,
Luke Berry,luke-berry,L. Berry,M,8,67,M,97465,"{'nameTranslation': {'ar': 'لوك بيري', 'hi': 'ल्यूक बेरी', 'bn': 'লুক বেরি'}, 'shortNameTranslation': {'ar': 'ل. بيري', 'hi': 'एल. बेरी', 'bn': 'এল. বেরি'}}",95.76,43.98,5,home,,,
Andros Townsend,andros-townsend,A. Townsend,F,30,609,M,47992,"{'nameTranslation': {'ar': 'أندروس تاونسيند', 'hi': 'एंड्रोस टाउनसेंड', 'bn': 'অ্যান্ড্রোস টাউনসেন্ড'}, 'shortNameTranslation': {'ar': 'أ. تاونسيند', 'hi': 'ए. टाउनसेंड', 'bn': 'এ. টাউনসেন্ড'}}",69.52,47.4,5,home,,,
Tahith Chong,tahith-chong,T. Chong,M,24,1675,M,825845,"{'nameTranslation': {'ar': 'تايث تشونغ', 'hi': 'ताहित चोंग', 'bn': 'তাহিথ চং'}, 'shortNameTranslation': {'ar': 'ت. تشونغ', 'hi': 'टी. चोंग', 'bn': 'টি. চং'}}",57.3,65.234920634921,63,home,,,
Teden Mengi,teden-mengi,T. Mengi,D,15,793,M,979233,"{'nameTranslation': {'ar': 'تيدن منجي', 'hi': 'टेडेन मेंगी', 'bn': 'টেডেন মেঙ্গি'}, 'shortNameTranslation': {'ar': 'ت. منجي', 'hi': 'टी. मेंगी', 'bn': 'টি. মেঙ্গি'}}",35.757831325301,47.822891566265,83,home,,,
Alfie Doughty,alfie-doughty,A. Doughty,M,14,576,M,945792,"{'nameTranslation': {'ar': 'ألفي دوتي', 'hi': 'अल्फी डौटी', 'bn': 'আলফি ডাউটি'}, 'shortNameTranslation': {'ar': 'أ. دوتي', 'hi': 'ए. डौटी', 'bn': 'এ. ডাউটি'}}",54.921348314607,85.862921348315,89,home,,,
Reece Burke,reece-burke,R. Burke,D,32,101,M,372342,"{'nameTranslation': {'ar': 'ريس بيرك', 'hi': 'रीस बर्क', 'bn': 'রিস বার্ক'}, 'shortNameTranslation': {'ar': 'ر. بيرك', 'hi': 'आर. बर्क', 'bn': 'আর. বার্ক'}}",44.184,22.245333333333,75,home,,,
Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,3693,M,901892,"{'nameTranslation': {'ar': 'ألبرت سامبي لوكونغا', 'hi': 'अल्बर्ट साम्बी लोकोंगा', 'bn': 'আলবার্ট সাম্বি লোকোঙ্গা'}, 'shortNameTranslation': {'ar': 'أ. س. لوكونغا', 'hi': 'ए.एस. लोकोंगा', 'bn': 'এ. এস. লোকঙ্গা'}}",45.597435897436,45.414102564103,78,home,,,
Ross Barkley,ross-barkley,R. Barkley,M,6,2380,M,98435,"{'nameTranslation': {'ar': 'روس باركلي', 'hi': 'रॉस बार्कले', 'bn': 'রস বার্কলে'}, 'shortNameTranslation': {'ar': 'ر. باركلي', 'hi': 'आर. बार्कले', 'bn': 'আর. বার্কলে'}}",47.777528089888,59.12808988764,89,home,,,
Gabriel Osho,gabriel-osho,G. Osho,D,3,835,M,920680,"{'nameTranslation': {'ar': 'غابرييل أوشو', 'hi': 'गेब्रियल ओशो', 'bn': 'গ্যাব্রিয়েল ওশো'}, 'shortNameTranslation': {'ar': 'غ. أوشو', 'hi': 'जी. ओशो', 'bn': 'জি. ওশো'}}",34.352873563218,69.12183908046,87,home,,,
Youssef Chermiti,youssef-chermiti,Y. Chermiti,F,9,1566,M,1145627,"{'nameTranslation': {'ar': 'يوسف شرميطي', 'hi': 'यूसुफ़ चेरमीटी', 'bn': 'ইউসুফ চেরমিতি'}, 'shortNameTranslation': {'ar': 'ي. شرميطي', 'hi': 'वाई. चेरमीटी', 'bn': 'ওয়াই. চেরমিতি'}}",56.811111111111,45.777777777778,18,away,,,
André Gomes,andre-gomes,A. Gomes,M,26,1689,M,235460,"{'nameTranslation': {'ar': 'أندريه غوميز', 'hi': 'आंद्रे गोम्स', 'bn': 'আন্দ্রে গোমেস'}, 'shortNameTranslation': {'ar': 'أ. غوميز', 'hi': 'ए. गोम्स', 'bn': 'এ. গোমেস'}}",46.360869565217,64.365217391304,23,away,,,
Séamus Coleman,seamus-coleman,S. Coleman,D,23,884,M,76632,"{'nameTranslation': {'ar': 'شيمس كولمان', 'hi': 'सीमस कोलमैन', 'bn': 'সিমাস কোলম্যান'}, 'shortNameTranslation': {'ar': 'ش. كولمان', 'hi': 'एस. कोलमैन', 'bn': 'এস. কোলম্যান'}}",34.179166666667,19.833333333333,24,away,,,
Amadou Onana,amadou-onana,A. Onana,M,24,6827,M,923973,"{'nameTranslation': {'ar': 'أمادو أونانا', 'hi': 'अमादौ ओनाना', 'bn': 'আমাদৌ ওনানা'}, 'shortNameTranslation': {'ar': 'أ. أونانا', 'hi': 'ए. ओनाना', 'bn': 'এ. ওনানা'}}",49.329166666667,54.525,24,away,,,its_onana
Dwight McNeil,dwight-mcneil,D. McNeil,M,7,2030,M,935543,"{'nameTranslation': {'ar': 'دوايت مكنيل', 'hi': 'ड्वाइट मैकनील', 'bn': 'ডোয়াইট ম্যাকনিল'}, 'shortNameTranslation': {'ar': 'د. مكنيل', 'hi': 'डी. मैकनील', 'bn': 'ডি. ম্যাকনিল'}}",59.292307692308,72.26,65,away,Dwight,McNeil,
