minute,value
1.0,5
2.0,21
3.0,14
4.0,-20
5.0,-6
6.0,-3
7.0,-2
8.0,2
9.0,27
10.0,33
11.0,22
12.0,19
13.0,12
14.0,29
15.0,-22
16.0,-7
17.0,-8
18.0,-13
19.0,-63
20.0,-38
21.0,-25
22.0,-17
23.0,-12
24.0,-46
25.0,-26
26.0,-13
27.0,13
28.0,16
29.0,25
30.0,28
31.0,92
32.0,48
33.0,22
34.0,14
35.0,2
36.0,12
37.0,-6
38.0,6
39.0,-17
40.0,-51
41.0,-45
42.0,-36
43.0,-33
44.0,-27
45.0,-9
45.5,42
46.0,4
47.0,7
48.0,8
49.0,15
50.0,11
51.0,8
52.0,7
53.0,52
54.0,57
55.0,35
56.0,21
57.0,13
58.0,5
59.0,-27
60.0,-17
61.0,-10
62.0,-6
63.0,-3
64.0,58
65.0,41
66.0,74
67.0,45
68.0,81
69.0,46
70.0,-42
71.0,-12
72.0,-6
73.0,-6
74.0,-2
75.0,-19
76.0,-12
77.0,-8
78.0,-54
79.0,-33
80.0,-20
81.0,-13
82.0,-9
83.0,26
84.0,13
85.0,17
86.0,8
87.0,4
88.0,-2
89.0,-4
90.0,3
90.5,99
