minute,value
1.0,-1
2.0,-2
3.0,-4
4.0,-19
5.0,-5
6.0,-5
7.0,-6
8.0,-6
9.0,-18
10.0,42
11.0,12
12.0,-9
13.0,9
14.0,-18
15.0,-12
16.0,11
17.0,-8
18.0,-11
19.0,-61
20.0,-39
21.0,-29
22.0,-33
23.0,-24
24.0,-45
25.0,-56
26.0,-46
27.0,-19
28.0,-45
29.0,-26
30.0,-18
31.0,-1
32.0,-2
33.0,-6
34.0,-8
35.0,-16
36.0,-10
37.0,-10
38.0,-13
39.0,-41
40.0,-29
41.0,-30
42.0,-49
43.0,-45
44.0,-61
45.0,-30
45.5,35
46.0,-10
47.0,-10
48.0,-3
49.0,4
50.0,5
51.0,28
52.0,2
53.0,-7
54.0,-52
55.0,-53
56.0,-40
57.0,-16
58.0,-7
59.0,11
60.0,32
61.0,18
62.0,9
63.0,4
64.0,-54
65.0,-36
66.0,-47
67.0,-30
68.0,38
69.0,24
70.0,12
71.0,3
72.0,-62
73.0,-67
74.0,-46
75.0,-54
76.0,-30
77.0,-51
78.0,-25
79.0,-20
80.0,-17
81.0,-8
82.0,-15
83.0,-10
84.0,-6
85.0,-7
86.0,-4
87.0,-19
88.0,-12
89.0,11
90.0,12
90.5,31
