Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
716,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23,2000.0,26.0,20.0,1866.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.2,12.0,70.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,24.0,19.0,18.0,3.0,17.0,29.0,58.6,12.0,15.0,5.0,10.0,21.0,61.0,46.0,1.0,670.0,835.0,80.2,12112.0,5342.0,277.0,307.0,90.2,334.0,388.0,86.1,51.0,107.0,47.7,0.0,0.1,0.4,-0.1,3.0,44.0,8.0,3.0,70.0,18.0,0.87,14.0,0.0,0.0,0.0,4.0,0.0,4.0,0.19,2.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,24.0,1.0,23.0,21.0,24.0,1.0,1.0,0.0,76.0,31.0,29.0,51.7,0.0,1.0,0.0,0.0,0.05,0.0,0.0,,25.8,0.0,0.0,0.0,0.03,0.0,0.0,1012.0,56.0,383.0,495.0,139.0,9.0,1012.0,14.0,7.0,50.0,5.0,35.7,499.0,2075.0,1080.0,12.0,10.0,2.0,17.0,15.0,584.0,31.0,835.0,711.0,120.0,29.0,0.0,6.0,23.0,90.0,0.0,0.0,0.0,0.0,670.0,4.0,14.0
717,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27,1997.0,27.0,25.0,2271.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,0.3,1.8,43.0,160.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,11.0,7.0,9.0,1.0,7.0,13.0,53.8,6.0,23.0,20.0,3.0,20.0,37.0,71.0,4.0,2167.0,2317.0,93.5,37644.0,12143.0,900.0,929.0,96.9,1118.0,1159.0,96.5,120.0,177.0,67.8,0.0,0.3,1.2,-0.3,5.0,222.0,12.0,0.0,160.0,26.0,1.03,17.0,0.0,0.0,7.0,0.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,3.0,20.0,11.0,0.0,1.0,1.0,78.0,37.0,34.0,52.1,0.0,21.0,7.0,33.3,0.83,0.28,0.0,0.0,19.4,0.0,0.0,0.0,0.07,-1.5,-1.5,2499.0,216.0,837.0,1361.0,307.0,26.0,2499.0,3.0,2.0,66.7,1.0,33.3,1775.0,10123.0,6017.0,43.0,65.0,1.0,8.0,1.0,2016.0,8.0,2317.0,2234.0,80.0,43.0,0.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,2167.0,3.0,14.0
718,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25,1999.0,19.0,3.0,508.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.0,17.0,21.0,41.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,12.0,13.0,2.0,3.0,14.0,24.0,58.3,10.0,5.0,1.0,4.0,9.0,27.0,12.0,2.0,240.0,314.0,76.4,3683.0,1198.0,129.0,149.0,86.6,89.0,117.0,76.1,14.0,28.0,50.0,0.0,0.8,0.9,-0.8,4.0,16.0,6.0,2.0,21.0,10.0,1.77,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,2.0,15.0,9.0,12.0,0.0,0.0,0.0,36.0,15.0,9.0,62.5,0.0,2.0,1.0,50.0,0.35,0.18,0.0,0.0,13.1,0.0,0.0,0.0,0.08,-0.2,-0.2,373.0,14.0,72.0,192.0,114.0,9.0,373.0,13.0,8.0,61.5,4.0,30.8,205.0,1254.0,693.0,17.0,13.0,1.0,10.0,2.0,230.0,41.0,314.0,278.0,35.0,2.0,1.0,3.0,15.0,33.0,0.0,0.0,0.0,0.0,240.0,1.0,5.0
719,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24,2000.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,6.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
720,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19,2005.0,15.0,6.0,582.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,9.0,16.0,6.0,0.0,0.15,0.15,0.0,0.15,0.06,0.06,0.12,0.06,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,12.0,10.0,8.0,2.0,8.0,13.0,61.5,5.0,13.0,6.0,7.0,13.0,33.0,11.0,1.0,193.0,233.0,82.8,3436.0,571.0,80.0,91.0,87.9,91.0,98.0,92.9,16.0,22.0,72.7,1.0,0.4,0.3,0.6,7.0,15.0,1.0,0.0,16.0,14.0,2.16,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,5.0,13.0,12.0,0.0,0.0,0.0,40.0,2.0,7.0,22.2,0.0,7.0,1.0,14.3,1.08,0.15,0.0,0.0,20.4,0.0,0.0,0.0,0.06,-0.4,-0.4,321.0,19.0,85.0,159.0,84.0,11.0,321.0,13.0,6.0,46.2,5.0,38.5,180.0,1062.0,502.0,9.0,5.0,0.0,8.0,7.0,183.0,6.0,233.0,225.0,6.0,2.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,193.0,2.0,11.0
721,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19,2005.0,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,7.0,85.7,117.0,60.0,3.0,4.0,75.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,8.0,2.0,1.0,9.0,0.0,0.0,,0.0,,2.0,36.0,28.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
722,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24,1999.0,31.0,16.0,1385.0,15.4,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,5.3,5.3,3.3,8.6,39.0,74.0,110.0,0.26,0.13,0.39,0.26,0.39,0.34,0.22,0.56,0.34,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,19.0,9.0,13.0,3.0,7.0,19.0,36.8,12.0,16.0,1.0,15.0,4.0,29.0,2.0,1.0,573.0,660.0,86.8,7322.0,1909.0,393.0,432.0,91.0,141.0,163.0,86.5,14.0,21.0,66.7,2.0,3.3,2.3,-1.3,23.0,56.0,19.0,0.0,74.0,56.0,3.64,43.0,0.0,6.0,5.0,1.0,1.0,12.0,0.78,7.0,0.0,1.0,3.0,0.0,1.0,0.0,14.0,34.0,1.0,8.0,4.0,19.0,0.0,0.0,0.0,54.0,3.0,14.0,17.6,4.0,28.0,15.0,53.6,1.82,0.97,0.14,0.27,12.6,0.0,0.0,0.0,0.19,-1.3,-1.3,833.0,5.0,76.0,417.0,350.0,66.0,833.0,47.0,24.0,51.1,19.0,40.4,541.0,2501.0,1223.0,39.0,16.0,12.0,44.0,27.0,669.0,110.0,660.0,635.0,19.0,10.0,8.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,573.0,6.0,13.0
723,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18,2006.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,20.0,0.0,0.0,0.0,,1.0,3.0,33.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,2.0,1.0,3.0,1.0,6.0,1.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
724,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27,1997.0,36.0,28.0,2399.0,26.7,13.0,5.0,18.0,13.0,0.0,0.0,2.0,0.0,12.0,12.0,5.0,17.1,108.0,110.0,293.0,0.49,0.19,0.68,0.49,0.68,0.45,0.19,0.64,0.45,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,26.0,13.0,20.0,6.0,15.0,39.0,38.5,24.0,19.0,0.0,19.0,7.0,46.0,7.0,1.0,736.0,874.0,84.2,11789.0,2533.0,394.0,445.0,88.5,254.0,295.0,86.1,60.0,74.0,81.1,5.0,5.0,4.5,0.0,56.0,48.0,46.0,6.0,110.0,117.0,4.39,88.0,0.0,16.0,9.0,4.0,0.0,16.0,0.6,13.0,0.0,1.0,0.0,2.0,0.0,0.0,48.0,31.0,10.0,32.0,7.0,26.0,2.0,0.0,0.0,105.0,13.0,38.0,25.5,13.0,71.0,30.0,42.3,2.66,1.13,0.18,0.43,13.4,0.0,0.0,0.0,0.17,1.0,1.0,1184.0,17.0,90.0,409.0,706.0,167.0,1184.0,116.0,53.0,45.7,51.0,44.0,780.0,5710.0,2960.0,108.0,55.0,56.0,55.0,49.0,933.0,293.0,874.0,855.0,17.0,2.0,2.0,9.0,32.0,14.0,1.0,0.0,0.0,0.0,736.0,2.0,24.0
725,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26,1998.0,26.0,12.0,1211.0,13.5,3.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,2.4,1.6,2.1,3.7,27.0,62.0,49.0,0.22,0.0,0.22,0.22,0.22,0.18,0.16,0.33,0.12,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,15.0,7.0,14.0,2.0,14.0,41.0,34.1,27.0,16.0,0.0,16.0,7.0,30.0,7.0,1.0,446.0,566.0,78.8,6612.0,1964.0,266.0,299.0,89.0,129.0,150.0,86.0,32.0,80.0,40.0,0.0,2.1,2.1,-2.1,26.0,45.0,17.0,2.0,62.0,50.0,3.72,33.0,7.0,5.0,5.0,0.0,0.0,5.0,0.37,1.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,6.0,0.0,42.0,7.0,15.0,0.0,0.0,0.0,80.0,5.0,8.0,38.5,3.0,31.0,7.0,22.6,2.3,0.52,0.1,0.43,24.6,1.0,0.0,1.0,0.05,0.6,1.4,707.0,7.0,116.0,337.0,265.0,19.0,706.0,34.0,20.0,58.8,13.0,38.2,390.0,2175.0,1177.0,27.0,30.0,2.0,24.0,8.0,459.0,49.0,566.0,523.0,37.0,14.0,2.0,8.0,42.0,0.0,23.0,11.0,10.0,0.0,446.0,6.0,10.0
726,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18,2006.0,33.0,20.0,1874.0,20.8,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,1.5,4.1,69.0,64.0,96.0,0.1,0.0,0.1,0.1,0.1,0.12,0.07,0.2,0.12,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,20.0,13.0,18.0,3.0,16.0,26.0,61.5,10.0,19.0,5.0,14.0,8.0,42.0,16.0,1.0,504.0,620.0,81.3,7544.0,1553.0,286.0,316.0,90.5,181.0,212.0,85.4,22.0,48.0,45.8,0.0,1.5,1.5,-1.5,20.0,27.0,20.0,1.0,64.0,56.0,2.69,34.0,1.0,11.0,5.0,5.0,0.0,4.0,0.19,2.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,50.0,2.0,28.0,8.0,20.0,2.0,0.0,0.0,80.0,10.0,25.0,28.6,2.0,28.0,9.0,32.1,1.34,0.43,0.07,0.22,19.3,0.0,0.0,0.0,0.09,-0.5,-0.5,868.0,27.0,129.0,390.0,369.0,41.0,868.0,110.0,45.0,40.9,43.0,39.1,558.0,4418.0,2215.0,69.0,50.0,26.0,44.0,55.0,651.0,96.0,620.0,585.0,32.0,4.0,8.0,3.0,28.0,3.0,11.0,8.0,0.0,0.0,504.0,3.0,17.0
727,Diego,es ESP,FW,Leganés,es La Liga,24,2000.0,28.0,13.0,1195.0,13.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.8,3.8,0.2,4.0,9.0,16.0,49.0,0.23,0.0,0.23,0.23,0.23,0.28,0.02,0.3,0.28,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,7.0,14.3,6.0,4.0,1.0,3.0,2.0,3.0,11.0,0.0,121.0,192.0,63.0,1679.0,322.0,62.0,89.0,69.7,42.0,68.0,61.8,6.0,12.0,50.0,0.0,0.2,0.2,-0.2,6.0,8.0,3.0,1.0,16.0,12.0,0.9,7.0,0.0,0.0,2.0,3.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,23.0,7.0,5.0,2.0,1.0,1.0,0.0,0.0,25.0,43.0,83.0,34.1,3.0,29.0,9.0,31.0,2.18,0.68,0.1,0.33,14.1,0.0,0.0,0.0,0.13,-0.8,-0.8,322.0,11.0,20.0,135.0,171.0,44.0,322.0,10.0,4.0,40.0,6.0,60.0,192.0,777.0,291.0,9.0,11.0,5.0,45.0,12.0,246.0,49.0,192.0,176.0,13.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,121.0,3.0,6.0
728,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19,2004.0,6.0,0.0,104.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,5.0,20.0,0.87,0.0,0.87,0.87,0.87,0.84,0.1,0.94,0.84,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,42.0,59.0,71.2,540.0,132.0,24.0,29.0,82.8,14.0,21.0,66.7,1.0,5.0,20.0,0.0,0.1,0.3,-0.1,1.0,3.0,1.0,0.0,5.0,4.0,3.46,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,7.0,1.0,14.3,6.06,0.87,0.14,1.0,15.8,0.0,0.0,0.0,0.14,0.0,0.0,84.0,1.0,5.0,27.0,53.0,9.0,84.0,13.0,3.0,23.1,10.0,76.9,55.0,402.0,200.0,5.0,3.0,3.0,2.0,3.0,60.0,20.0,59.0,55.0,4.0,0.0,0.0,0.0,10.0,0.0,3.0,2.0,0.0,0.0,42.0,0.0,0.0
729,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24,2000.0,18.0,5.0,532.0,5.9,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.1,2.3,0.0,2.4,6.0,7.0,35.0,0.51,0.0,0.51,0.34,0.34,0.53,0.01,0.53,0.39,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,3.0,0.0,80.0,103.0,77.7,931.0,140.0,52.0,60.0,86.7,20.0,30.0,66.7,0.0,2.0,0.0,0.0,0.0,0.2,0.0,1.0,2.0,3.0,1.0,7.0,6.0,1.02,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,13.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0,9.0,24.0,27.3,3.0,13.0,6.0,46.2,2.2,1.02,0.15,0.33,18.5,2.0,1.0,1.0,0.18,-0.1,-0.3,157.0,3.0,14.0,58.0,86.0,24.0,156.0,14.0,2.0,14.3,11.0,78.6,96.0,419.0,194.0,6.0,5.0,3.0,11.0,10.0,135.0,35.0,103.0,99.0,4.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,80.0,0.0,2.0
730,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30,1994.0,21.0,16.0,1463.0,16.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,0.1,1.2,12.0,73.0,1.0,0.12,0.06,0.18,0.12,0.18,0.07,0.01,0.08,0.07,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,11.0,8.0,9.0,2.0,13.0,20.0,65.0,7.0,19.0,8.0,11.0,20.0,39.0,77.0,1.0,1324.0,1412.0,93.8,23560.0,8112.0,517.0,537.0,96.3,709.0,736.0,96.3,83.0,115.0,72.2,1.0,0.1,1.2,0.9,3.0,133.0,5.0,0.0,73.0,13.0,0.8,11.0,0.0,0.0,2.0,0.0,0.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,1.0,2.0,20.0,11.0,0.0,0.0,0.0,80.0,52.0,43.0,54.7,2.0,9.0,5.0,55.6,0.55,0.31,0.22,0.4,6.3,0.0,0.0,0.0,0.12,0.9,0.9,1591.0,127.0,535.0,994.0,67.0,19.0,1591.0,3.0,2.0,66.7,1.0,33.3,944.0,4081.0,2174.0,12.0,10.0,0.0,7.0,2.0,1157.0,1.0,1412.0,1360.0,50.0,25.0,2.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,1324.0,2.0,6.0
731,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31,1993.0,32.0,28.0,2351.0,26.1,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,4.7,5.5,23.0,57.0,142.0,0.0,0.15,0.15,0.0,0.15,0.03,0.18,0.21,0.03,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,38.0,40.0,16.0,9.0,44.0,66.0,66.7,22.0,23.0,4.0,19.0,25.0,90.0,89.0,1.0,956.0,1277.0,74.9,15607.0,5137.0,483.0,549.0,88.0,389.0,496.0,78.4,62.0,155.0,40.0,4.0,4.7,4.0,-0.7,36.0,44.0,30.0,19.0,57.0,66.0,2.53,42.0,18.0,1.0,4.0,0.0,1.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,7.0,140.0,25.0,38.0,0.0,0.0,0.0,104.0,37.0,28.0,56.9,0.0,13.0,3.0,23.1,0.5,0.11,0.0,0.0,22.7,5.0,0.0,0.0,0.06,-0.8,-0.8,1527.0,97.0,541.0,457.0,539.0,28.0,1527.0,19.0,9.0,47.4,9.0,47.4,683.0,2983.0,1346.0,23.0,14.0,4.0,17.0,16.0,820.0,142.0,1277.0,1017.0,258.0,44.0,2.0,4.0,140.0,155.0,57.0,37.0,10.0,0.0,956.0,2.0,41.0
732,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18,2006.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,36.0,22.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,100.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
