minute,value
1.0,5
2.0,-41
3.0,-20
4.0,-18
5.0,59
6.0,25
7.0,15
8.0,-24
9.0,-6
10.0,-17
11.0,-19
12.0,-6
13.0,5
14.0,32
15.0,8
16.0,5
17.0,2
18.0,-1
19.0,-4
20.0,-2
21.0,-2
22.0,-2
23.0,-2
24.0,-2
25.0,-2
26.0,-2
27.0,-2
28.0,-2
29.0,12
30.0,38
31.0,26
32.0,19
33.0,22
34.0,9
35.0,11
36.0,42
37.0,33
38.0,48
39.0,36
40.0,20
41.0,3
42.0,-24
43.0,-46
44.0,-23
45.0,21
45.5,27
46.0,6
47.0,6
48.0,18
49.0,37
50.0,17
51.0,5
52.0,-6
53.0,-26
54.0,-19
55.0,-51
56.0,-95
57.0,-24
58.0,-13
59.0,56
60.0,31
61.0,24
62.0,-19
63.0,-7
64.0,-20
65.0,-15
66.0,-20
67.0,-18
68.0,-8
69.0,-9
70.0,19
71.0,12
72.0,-19
73.0,-4
74.0,9
75.0,29
76.0,10
77.0,41
78.0,-57
79.0,-15
80.0,-61
81.0,-41
82.0,-33
83.0,-51
84.0,33
85.0,-32
86.0,-19
87.0,-16
88.0,-10
89.0,-36
90.0,-22
90.5,-14
