minute,value
1.0,-8
2.0,-22
3.0,-18
4.0,-43
5.0,-79
6.0,-61
7.0,-61
8.0,-41
9.0,-36
10.0,-22
11.0,-17
12.0,-13
13.0,-7
14.0,5
15.0,6
16.0,8
17.0,51
18.0,51
19.0,33
20.0,-33
21.0,-18
22.0,-19
23.0,-2
24.0,13
25.0,4
26.0,14
27.0,34
28.0,16
29.0,-34
30.0,-18
31.0,-44
32.0,-37
33.0,-48
34.0,-78
35.0,-53
36.0,-39
37.0,-21
38.0,-13
39.0,-3
40.0,32
41.0,26
42.0,22
43.0,14
44.0,-26
45.0,-8
45.5,45
46.0,8
47.0,18
48.0,13
49.0,-28
50.0,-9
51.0,-4
52.0,8
53.0,5
54.0,22
55.0,-20
56.0,-15
57.0,-24
58.0,-3
59.0,-5
60.0,-12
61.0,-8
62.0,-6
63.0,-7
64.0,-83
65.0,-8
66.0,32
67.0,15
68.0,15
69.0,15
70.0,4
71.0,1
72.0,-2
73.0,-20
74.0,-14
75.0,-11
76.0,24
77.0,9
78.0,1
79.0,-29
80.0,-39
81.0,-21
82.0,-8
83.0,-6
84.0,5
85.0,15
86.0,32
87.0,13
88.0,19
89.0,31
90.0,55
90.5,6
