minute,value
1.0,2
2.0,3
3.0,4
4.0,32
5.0,15
6.0,26
7.0,15
8.0,-11
9.0,-13
10.0,-26
11.0,-22
12.0,-99
13.0,-58
14.0,-74
15.0,-36
16.0,-6
17.0,1
18.0,2
19.0,42
20.0,39
21.0,13
22.0,-50
23.0,-33
24.0,-100
25.0,-55
26.0,-65
27.0,-36
28.0,-11
29.0,31
30.0,12
31.0,4
32.0,-6
33.0,-13
34.0,-11
35.0,-30
36.0,-23
37.0,-8
38.0,-11
39.0,-12
40.0,-19
41.0,-9
42.0,-2
43.0,2
44.0,3
45.0,5
45.5,22
46.0,-2
47.0,-1
48.0,11
49.0,5
50.0,-26
51.0,-15
52.0,-42
53.0,-25
54.0,-16
55.0,-49
56.0,-29
57.0,-19
58.0,22
59.0,-22
60.0,-32
61.0,-28
62.0,-39
63.0,-34
64.0,-39
65.0,-8
66.0,-25
67.0,-21
68.0,-36
69.0,-21
70.0,-14
71.0,-1
72.0,7
73.0,8
74.0,-13
75.0,31
76.0,15
77.0,34
78.0,20
79.0,32
80.0,17
81.0,10
82.0,-11
83.0,-3
84.0,-5
85.0,-1
86.0,-28
87.0,-10
88.0,-13
89.0,16
90.0,-46
90.5,49
