minute,value
1.0,2
2.0,-7
3.0,-10
4.0,-12
5.0,-14
6.0,-15
7.0,-15
8.0,-23
9.0,-17
10.0,-13
11.0,-11
12.0,-10
13.0,-9
14.0,-9
15.0,-12
16.0,-5
17.0,-9
18.0,-11
19.0,-13
20.0,-26
21.0,-16
22.0,-16
23.0,-47
24.0,30
25.0,20
26.0,23
27.0,21
28.0,18
29.0,50
30.0,80
31.0,46
32.0,16
33.0,-65
34.0,-47
35.0,-19
36.0,-18
37.0,-35
38.0,-44
39.0,-27
40.0,31
41.0,6
42.0,-9
43.0,-62
44.0,-31
45.0,-6
45.5,9
46.0,-1
47.0,7
48.0,3
49.0,2
50.0,2
51.0,-6
52.0,-14
53.0,-8
54.0,-4
55.0,-20
56.0,-55
57.0,-31
58.0,-18
59.0,32
60.0,-43
61.0,-12
62.0,38
63.0,27
64.0,24
65.0,-42
66.0,-44
67.0,-36
68.0,-28
69.0,-25
70.0,-20
71.0,-57
72.0,-16
73.0,-16
74.0,-14
75.0,-14
76.0,-8
77.0,-14
78.0,-34
79.0,-39
80.0,-18
81.0,-42
82.0,-36
83.0,-54
84.0,-48
85.0,-35
86.0,-25
87.0,-64
88.0,-42
89.0,-67
90.0,-54
90.5,-27
