minute,value
1.0,6
2.0,35
3.0,27
4.0,21
5.0,30
6.0,42
7.0,41
8.0,34
9.0,41
10.0,21
11.0,58
12.0,47
13.0,20
14.0,44
15.0,44
16.0,33
17.0,36
18.0,21
19.0,100
20.0,88
21.0,50
22.0,28
23.0,57
24.0,49
25.0,28
26.0,17
27.0,37
28.0,24
29.0,3
30.0,-21
31.0,41
32.0,16
33.0,62
34.0,42
35.0,27
36.0,13
37.0,12
38.0,1
39.0,27
40.0,20
41.0,35
42.0,74
43.0,49
44.0,42
45.0,21
45.5,19
46.0,-4
47.0,-2
48.0,34
49.0,22
50.0,-18
51.0,-1
52.0,13
53.0,10
54.0,1
55.0,40
56.0,64
57.0,40
58.0,55
59.0,36
60.0,41
61.0,59
62.0,30
63.0,-24
64.0,16
65.0,32
66.0,13
67.0,-9
68.0,12
69.0,3
70.0,-14
71.0,-36
72.0,-25
73.0,-20
74.0,-71
75.0,-40
76.0,44
77.0,74
78.0,46
79.0,76
80.0,47
81.0,23
82.0,12
83.0,9
84.0,92
85.0,62
86.0,35
87.0,29
88.0,15
89.0,-3
90.0,-2
90.5,11
