minute,value
1.0,-4
2.0,-8
3.0,17
4.0,-9
5.0,-20
6.0,-15
7.0,-11
8.0,-11
9.0,-9
10.0,-40
11.0,-24
12.0,-28
13.0,-23
14.0,-13
15.0,-12
16.0,-36
17.0,-38
18.0,-41
19.0,-32
20.0,-26
21.0,-27
22.0,-22
23.0,-19
24.0,-100
25.0,-79
26.0,-36
27.0,-19
28.0,-26
29.0,-32
30.0,-27
31.0,-28
32.0,-25
33.0,-19
34.0,-30
35.0,-19
36.0,-10
37.0,-62
38.0,-42
39.0,-29
40.0,-22
41.0,-90
42.0,-73
43.0,-62
44.0,-45
45.0,-75
45.5,-34
46.0,-6
47.0,-11
48.0,-14
49.0,20
50.0,-8
51.0,-33
52.0,-26
53.0,-22
54.0,-22
55.0,-38
56.0,-100
57.0,-62
58.0,-55
59.0,-35
60.0,-21
61.0,-9
62.0,-14
63.0,10
64.0,-3
65.0,-12
66.0,-27
67.0,-20
68.0,-17
69.0,-14
70.0,-13
71.0,-10
72.0,-10
73.0,-28
74.0,-17
75.0,-10
76.0,-18
77.0,-12
78.0,-73
79.0,-52
80.0,-32
81.0,-38
82.0,-37
83.0,-25
84.0,-17
85.0,-22
86.0,-9
87.0,-1
88.0,-1
89.0,-2
90.0,52
90.5,-17
