minute,value
1.0,1
2.0,8
3.0,15
4.0,7
5.0,-10
6.0,-7
7.0,-1
8.0,33
9.0,17
10.0,6
11.0,-6
12.0,-11
13.0,-63
14.0,-37
15.0,-53
16.0,39
17.0,-6
18.0,53
19.0,26
20.0,-45
21.0,-8
22.0,-6
23.0,8
24.0,5
25.0,41
26.0,32
27.0,11
28.0,-37
29.0,-43
30.0,-26
31.0,-17
32.0,-13
33.0,-6
34.0,2
35.0,8
36.0,37
37.0,26
38.0,16
39.0,28
40.0,17
41.0,39
42.0,36
43.0,15
44.0,8
45.0,6
45.5,39
46.0,3
47.0,6
48.0,4
49.0,62
50.0,23
51.0,42
52.0,27
53.0,26
54.0,43
55.0,29
56.0,44
57.0,43
58.0,30
59.0,27
60.0,23
61.0,19
62.0,27
63.0,10
64.0,4
65.0,-2
66.0,-4
67.0,-1
68.0,4
69.0,24
70.0,27
71.0,20
72.0,15
73.0,20
74.0,47
75.0,22
76.0,18
77.0,4
78.0,47
79.0,28
80.0,-27
81.0,8
82.0,6
83.0,-4
84.0,5
85.0,14
86.0,14
87.0,29
88.0,24
89.0,26
90.0,8
90.5,44
