minute,value
1.0,-6
2.0,-21
3.0,48
4.0,21
5.0,16
6.0,37
7.0,60
8.0,36
9.0,15
10.0,-53
11.0,-34
12.0,34
13.0,4
14.0,-3
15.0,7
16.0,24
17.0,9
18.0,10
19.0,2
20.0,-11
21.0,-27
22.0,27
23.0,4
24.0,-51
25.0,-86
26.0,-67
27.0,-40
28.0,-8
29.0,-4
30.0,23
31.0,15
32.0,-60
33.0,-28
34.0,-21
35.0,-14
36.0,10
37.0,15
38.0,24
39.0,17
40.0,12
41.0,9
42.0,-12
43.0,-38
44.0,-21
45.0,-19
45.5,-42
46.0,2
47.0,9
48.0,10
49.0,20
50.0,47
51.0,23
52.0,16
53.0,38
54.0,30
55.0,20
56.0,16
57.0,14
58.0,11
59.0,10
60.0,44
61.0,45
62.0,34
63.0,55
64.0,31
65.0,18
66.0,-41
67.0,-22
68.0,39
69.0,11
70.0,3
71.0,-11
72.0,7
73.0,12
74.0,12
75.0,20
76.0,24
77.0,26
78.0,20
79.0,17
80.0,13
81.0,33
82.0,12
83.0,-10
84.0,-7
85.0,36
86.0,21
87.0,19
88.0,16
89.0,14
90.0,-33
90.5,-34
