minute,value
1.0,4
2.0,7
3.0,-6
4.0,4
5.0,12
6.0,14
7.0,43
8.0,28
9.0,22
10.0,16
11.0,10
12.0,19
13.0,9
14.0,2
15.0,-3
16.0,2
17.0,2
18.0,-38
19.0,-21
20.0,-12
21.0,15
22.0,39
23.0,32
24.0,48
25.0,43
26.0,-46
27.0,-61
28.0,-50
29.0,-29
30.0,-15
31.0,-25
32.0,-8
33.0,28
34.0,2
35.0,-6
36.0,-2
37.0,-1
38.0,-7
39.0,6
40.0,-10
41.0,33
42.0,21
43.0,14
44.0,23
45.0,22
45.5,30
46.0,1
47.0,1
48.0,1
49.0,-7
50.0,15
51.0,17
52.0,54
53.0,23
54.0,2
55.0,7
56.0,24
57.0,55
58.0,30
59.0,19
60.0,35
61.0,18
62.0,-20
63.0,-4
64.0,4
65.0,-17
66.0,30
67.0,24
68.0,18
69.0,14
70.0,14
71.0,65
72.0,70
73.0,61
74.0,31
75.0,13
76.0,-6
77.0,15
78.0,17
79.0,58
80.0,32
81.0,21
82.0,24
83.0,7
84.0,-33
85.0,-21
86.0,-15
87.0,-12
88.0,-8
89.0,-2
90.0,-9
90.5,-78
