name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,averageX,averageY,pointsCount,team
Jhon Durán,,,jhon-duran,J. Durán,F,10,30568,M,jaderduran9,974577,"{'nameTranslation': {'ar': 'جون دوران', 'hi': 'जॉन डुरान', 'bn': 'জন ডুরান'}, 'shortNameTranslation': {'ar': 'ج. دوران', 'hi': 'जे. डुरान', 'bn': 'জে. ডুরান'}}",62.05,19.75,2,home
Morgan Rogers,,,morgan-rogers,M. Rogers,M,27,12094,M,mrogers,948261,"{'nameTranslation': {'ar': 'مورغان روجرز', 'hi': 'मॉर्गन रोजर्स', 'bn': 'মরগান রজার্স'}, 'shortNameTranslation': {'ar': 'م. روجرز', 'hi': 'एम. रोजर्स', 'bn': 'এম. রজার্স'}}",62.523529411765,57.343137254902,51,home
Diego Carlos,,,diego-carlos,D. Carlos,D,34,2789,M,,604232,"{'nameTranslation': {'ar': 'دييغو كارلوس', 'hi': 'डिएगो कार्लोस', 'bn': 'দিয়েগো কার্লোস'}, 'shortNameTranslation': {'ar': 'د. كارلوس', 'hi': 'डी. कार्लोस', 'bn': 'ডি. কার্লোস'}}",31.62,40.32,5,home
Pau Torres,,,pau-torres,P. Torres,D,14,4120,M,pauttorres,864169,"{'nameTranslation': {'ar': 'باو توريس', 'hi': 'पाऊ टोरेस', 'bn': 'পাউ টরেস'}, 'shortNameTranslation': {'ar': 'ب. توريس', 'hi': 'पी. टोरेस', 'bn': 'পি. টরেস'}}",31.059259259259,67.207407407407,54,home
Leon Bailey,,,leon-bailey,L. Bailey,M,31,7430,M,leonbailey,808590,"{'nameTranslation': {'ar': 'ليون بيلي', 'hi': 'लियोन बेली', 'bn': 'লিওন বেইলি'}, 'shortNameTranslation': {'ar': 'ل. بيلي', 'hi': 'एल. बेली', 'bn': 'এল. বেইলি'}}",65.361666666667,16.603333333333,60,home
Moussa Diaby,,,diaby-moussa,M. Diaby,M,19,7519,M,moussadiaby,855817,"{'nameTranslation': {'ar': 'موسى ديابي', 'hi': 'डायबी, मूसा', 'bn': 'ডায়াবি, মুসা'}, 'shortNameTranslation': {'ar': 'م. ديابي', 'hi': 'एम. डायबी', 'bn': 'এম. ডায়াবি'}}",68.428,45.724,50,home
Ollie Watkins,,,ollie-watkins,O. Watkins,F,11,19613,M,OllieWatkins,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'hi': 'ओली वॉटकिंस', 'bn': 'অলি ওয়াটকিন্স'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'hi': 'ओ. वॉटकिंस', 'bn': 'ও. ওয়াটকিন্স'}}",73.274074074074,54.762962962963,54,home
Emiliano Martínez,,,emiliano-martinez,E. Martínez,G,23,62646,M,EmiMartínez,158263,"{'nameTranslation': {'ar': 'إميليانو مارتينيز', 'hi': 'एमिलियानो मार्टिनेज', 'bn': 'এমিলিয়ানো মার্টিনেজ'}, 'shortNameTranslation': {'ar': 'إ. مارتينيز', 'hi': 'ई. मार्टिनेज', 'bn': 'ই. মার্টিনেজ'}}",10.917647058824,48.732352941176,68,home
Ezri Konsa,,,ezri-konsa,E. Konsa,D,4,3125,M,,827679,"{'nameTranslation': {'ar': 'إزري كونسا', 'hi': 'एज़री कोंसा', 'bn': 'ইজরি কনসা'}, 'shortNameTranslation': {'ar': 'إ. كونسا', 'hi': 'ई. कोंसा', 'bn': 'ই. কনসা'}}",27.297727272727,26.85,88,home
John McGinn,,,john-mcginn,J. McGinn,M,7,3796,M,,250223,"{'nameTranslation': {'ar': 'جون ماكجين', 'hi': 'जॉन मैकगिन', 'bn': 'জন ম্যাকগিন'}, 'shortNameTranslation': {'ar': 'ج. ماكجين', 'hi': 'जे. मैकगिन', 'bn': 'জে. ম্যাকগিন'}}",39.956944444444,37.1,72,home
Lucas Digne,,,lucas-digne,L. Digne,D,12,4445,M,LDigne,96538,"{'nameTranslation': {'ar': 'لوكاس دين', 'hi': 'लुकास डिग्ने', 'bn': 'লুকাস ডিগনে'}, 'shortNameTranslation': {'ar': 'ل. دين', 'hi': 'एल. डिग्ने', 'bn': 'এল. ডিগনে'}}",53.859016393443,83.16393442623,61,home
Youri Tielemans,,,youri-tielemans,Y. Tielemans,M,8,9703,M,youritielemans,331737,"{'nameTranslation': {'ar': 'يوري تيليمانس', 'hi': 'यूरी टिएलमान्स', 'bn': 'ইউরি টাইলেম্যানস'}, 'shortNameTranslation': {'ar': 'ي. تيليمانس', 'hi': 'वाई. टिएलमान्स', 'bn': 'ওয়াই. টাইলেম্যানস'}}",53.131111111111,61.943333333333,90,home
Matty Cash,,,matty-cash,M. Cash,D,2,9152,M,mattycash622,833956,"{'nameTranslation': {'ar': 'ماتي كاش', 'hi': 'मैटी कैश', 'bn': 'ম্যাটি ক্যাশ'}, 'shortNameTranslation': {'ar': 'م. كاش', 'hi': 'एम. कैश', 'bn': 'এম. ক্যাশ'}}",40.043243243243,16.205405405405,74,home
Enes Ünal,,,enes-unal,E. Ünal,F,26,3670,M,EnesUnal16,336655,"{'nameTranslation': {'ar': 'إينيس أونال', 'hi': 'एनेस उनाल', 'bn': 'এনেস উনাল'}, 'shortNameTranslation': {'ar': 'إ. أونال', 'hi': 'ई. उनाल', 'bn': 'ই. উনাল'}}",92.675,38.325,4,away
Neto,,,neto,Neto,G,22,5304,M,Neto_Murara,84844,"{'nameTranslation': {'ar': 'نيتو', 'hi': 'नेटो', 'bn': 'নেটো'}, 'shortNameTranslation': {'ar': 'نيتو', 'hi': 'नेटो', 'bn': 'নেটো'}}",10.721621621622,47.359459459459,37,away
Max Aarons,,,max-aarons,M. Aarons,D,3,1292,M,,943645,"{'nameTranslation': {'ar': 'ماكس آرونز', 'hi': 'मैक्स आरोन्स', 'bn': 'ম্যাক্স অ্যারোনস'}, 'shortNameTranslation': {'ar': 'م. آرونز', 'hi': 'एम. आरोन्स', 'bn': 'এম. অ্যারোনস'}}",40.7,23.35,32,away
Antoine Semenyo,,,antoine-semenyo,A. Semenyo,M,24,33799,M,antoinesemenyo42,934354,"{'nameTranslation': {'ar': 'أنطوان سيمينيو', 'hi': 'एंटोनी सेमेन्यो', 'bn': 'অ্যান্টোইন সেমেনিও'}, 'shortNameTranslation': {'ar': 'أ. سيمينيو', 'hi': 'ए. सेमेन्यो', 'bn': 'এ. সেমেনিও'}}",53.966666666667,54.3625,24,away
Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,10997,M,Dom_Solanke,361420,"{'nameTranslation': {'ar': 'دومينيك سولانكي', 'hi': 'डोमिनिक सोलंके', 'bn': 'ডমিনিক সোলাঙ্কে'}, 'shortNameTranslation': {'ar': 'د. سولانكي', 'hi': 'डी. सोलंके', 'bn': 'ডি. সোলাঙ্কে'}}",61.691428571429,56.58,35,away
Justin Kluivert,,,justin-kluivert,J. Kluivert,M,19,7016,M,justinkluivert,851596,"{'nameTranslation': {'ar': 'جاستن كلويفرت', 'hi': 'जस्टिन क्लुइवर्ट', 'bn': 'জাস্টিন ক্লুইভার্ট'}, 'shortNameTranslation': {'ar': 'ج. كلويفرت', 'hi': 'जे. क्लुइवर्ट', 'bn': 'জে. ক্লুইভার্ট'}}",61.638709677419,62.051612903226,31,away
Adam Smith,,,adam-smith,A. Smith,D,15,465,M,,44566,"{'nameTranslation': {'ar': 'آدم سميث', 'hi': 'एडम स्मिथ', 'bn': 'অ্যাডাম স্মিথ'}, 'shortNameTranslation': {'ar': 'آ. سميث', 'hi': 'ए. स्मिथ', 'bn': 'এ. স্মিথ'}}",45.804347826087,19.482608695652,23,away
Philip Billing,,,philip-billing,P. Billing,M,8,1832,M,,548660,"{'nameTranslation': {'ar': 'فيليب بيلينغ', 'hi': 'फिलिप बिलिंग', 'bn': 'ফিলিপ বিলিং'}, 'shortNameTranslation': {'ar': 'ف. بيلينغ', 'hi': 'पी. बिलिंग', 'bn': 'পি. বিলিং'}}",56.278571428571,38.428571428571,14,away
Miloš Kerkez,Milos,Kerkez,milos-kerkez,M. Kerkez,D,6,24997,M,miloskerkez,1097425,"{'nameTranslation': {'ar': 'ميلوش كيركيز', 'hi': 'मिलोस केर्केज़', 'bn': 'মিলোস কেরকেজ'}, 'shortNameTranslation': {'ar': 'م. كيركيز', 'hi': 'एम. केर्केज़', 'bn': 'এম. কেরকেজ'}}",57.247272727273,86.614545454545,55,away
Marcos Senesi,,,marcos-senesi,M. Senesi,D,5,4999,M,,830659,"{'nameTranslation': {'ar': 'ماركوس سينيسي', 'hi': 'मार्कोस सेनेसी', 'bn': 'মার্কোস সেনেসি'}, 'shortNameTranslation': {'ar': 'م. سينيسي', 'hi': 'एम. सेनेसी', 'bn': 'এম. সেনেসি'}}",37.681481481481,66.172222222222,54,away
