minute,value
1.0,7
2.0,17
3.0,22
4.0,6
5.0,-9
6.0,-7
7.0,-20
8.0,-8
9.0,29
10.0,12
11.0,1
12.0,-4
13.0,-5
14.0,-8
15.0,-18
16.0,-45
17.0,-28
18.0,-100
19.0,-100
20.0,-76
21.0,-39
22.0,-13
23.0,15
24.0,-24
25.0,14
26.0,37
27.0,9
28.0,-5
29.0,-15
30.0,-18
31.0,-56
32.0,-41
33.0,-33
34.0,-30
35.0,-24
36.0,-10
37.0,44
38.0,25
39.0,54
40.0,34
41.0,24
42.0,55
43.0,49
44.0,42
45.0,100
45.5,9
46.0,2
47.0,2
48.0,3
49.0,3
50.0,-9
51.0,5
52.0,-6
53.0,-1
54.0,33
55.0,16
56.0,5
57.0,5
58.0,12
59.0,35
60.0,22
61.0,12
62.0,16
63.0,7
64.0,37
65.0,21
66.0,11
67.0,11
68.0,9
69.0,1
70.0,21
71.0,12
72.0,5
73.0,62
74.0,51
75.0,33
76.0,44
77.0,34
78.0,27
79.0,24
80.0,21
81.0,27
82.0,56
83.0,44
84.0,35
85.0,56
86.0,68
87.0,44
88.0,32
89.0,38
90.0,27
90.5,38
