minute,value
1.0,3
2.0,4
3.0,21
4.0,9
5.0,-33
6.0,-23
7.0,-11
8.0,-19
9.0,-15
10.0,-2
11.0,-5
12.0,-9
13.0,-20
14.0,22
15.0,3
16.0,4
17.0,-8
18.0,-9
19.0,-15
20.0,-33
21.0,-32
22.0,-42
23.0,-35
24.0,-17
25.0,-48
26.0,-21
27.0,54
28.0,29
29.0,11
30.0,10
31.0,2
32.0,-12
33.0,-11
34.0,-43
35.0,-34
36.0,-46
37.0,-32
38.0,-26
39.0,-20
40.0,-41
41.0,-51
42.0,-38
43.0,-31
44.0,-26
45.0,-45
45.5,-8
46.0,-2
47.0,-43
48.0,-28
49.0,-18
50.0,-3
51.0,-7
52.0,14
53.0,21
54.0,12
55.0,2
56.0,-6
57.0,19
58.0,7
59.0,3
60.0,-2
61.0,-2
62.0,-5
63.0,-5
64.0,-32
65.0,-20
66.0,-49
67.0,-51
68.0,-29
69.0,-16
70.0,-11
71.0,-25
72.0,-33
73.0,-38
74.0,-21
75.0,-57
76.0,-25
77.0,-9
78.0,38
79.0,-35
80.0,-11
81.0,-12
82.0,-12
83.0,-15
84.0,-11
85.0,-49
86.0,-80
87.0,-52
88.0,-69
89.0,-38
90.0,47
90.5,-17
