minute,value
1.0,-1
2.0,-14
3.0,-7
4.0,14
5.0,6
6.0,37
7.0,-35
8.0,-6
9.0,16
10.0,-11
11.0,-8
12.0,-10
13.0,8
14.0,-21
15.0,-9
16.0,8
17.0,42
18.0,30
19.0,28
20.0,15
21.0,32
22.0,30
23.0,15
24.0,-21
25.0,-10
26.0,-10
27.0,-10
28.0,-64
29.0,-42
30.0,-30
31.0,34
32.0,1
33.0,-21
34.0,-19
35.0,-21
36.0,-47
37.0,-34
38.0,-22
39.0,-33
40.0,-27
41.0,-18
42.0,25
43.0,32
44.0,25
45.0,18
45.5,21
46.0,-9
47.0,-8
48.0,-8
49.0,5
50.0,19
51.0,52
52.0,51
53.0,53
54.0,19
55.0,15
56.0,24
57.0,3
58.0,-5
59.0,-4
60.0,-19
61.0,-30
62.0,-15
63.0,-7
64.0,-43
65.0,-24
66.0,-11
67.0,-1
68.0,9
69.0,10
70.0,4
71.0,59
72.0,40
73.0,48
74.0,34
75.0,57
76.0,25
77.0,-45
78.0,-23
79.0,-1
80.0,19
81.0,57
82.0,36
83.0,20
84.0,10
85.0,17
86.0,6
87.0,2
88.0,4
89.0,-30
90.0,-44
90.5,38
