name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,averageX,averageY,pointsCount,team,sofascoreId
Taiwo Awoniyi,,,taiwo-awoniyi,T. Awoniyi,F,9,3500,M,359664,"{'nameTranslation': {'ar': 'تايوو أونيي', 'hi': 'ताइवो अवोनीयी', 'bn': 'তাইও আওনিয়ি'}, 'shortNameTranslation': {'ar': 'ت. أونيي', 'hi': 'टी. अवोनीयी', 'bn': 'টি. আওনিয়ি'}}",60.347826086957,59.95652173913,23,home,
Divock Origi,,,divock-origi,D. Origi,F,27,3656,M,190399,"{'nameTranslation': {'ar': 'ديفوك أوريجي', 'hi': 'डिवॉक ओरिजी', 'bn': 'ডিভক অরিজি'}, 'shortNameTranslation': {'ar': 'د. أوريجي', 'hi': 'डी. ओरिजी', 'bn': 'ডি. অরিজি'}}",71.75,30.52,20,home,divockorigi
Matz Sels,,,matz-sels,M. Sels,G,26,2453,M,78152,"{'nameTranslation': {'ar': 'ماتس سيلس', 'hi': 'मैट्ज़ सेल्स', 'bn': 'ম্যাটজ সেলস'}, 'shortNameTranslation': {'ar': 'م. سيلس', 'hi': 'एम. सेल्स', 'bn': 'এম. সেলস'}}",10.225806451613,45.264516129032,31,home,
Nuno Tavares,,,nuno-tavares,N. Tavares,D,17,4988,M,944973,"{'nameTranslation': {'ar': 'نونو تافاريس', 'hi': 'नूनो तवारेस', 'bn': 'নুনো টাভারেস'}, 'shortNameTranslation': {'ar': 'ن. تافاريس', 'hi': 'एन. तवारेस', 'bn': 'এন. টাভারেস'}}",44.808823529412,85.752941176471,102,home,nuno_tavares71
Anthony Elanga,,,anthony-elanga,A. Elanga,M,20,10539,M,979232,"{'nameTranslation': {'ar': 'أنتوني إلانغا', 'hi': 'एंथनी एलंगा', 'bn': 'অ্যান্টনি এলাঙ্গা'}, 'shortNameTranslation': {'ar': 'أ. إلانغا', 'hi': 'ए. एलंगा', 'bn': 'এ. এলাঙ্গা'}}",58.603703703704,24.0,54,home,anthonyelanga
Ryan Yates,,,ryan-yates,R. Yates,M,22,881,M,846252,"{'nameTranslation': {'ar': 'ريان ييتس', 'hi': 'रयान येट्स', 'bn': 'রায়ান ইয়েটস'}, 'shortNameTranslation': {'ar': 'ر. ييتس', 'hi': 'आर. येट्स', 'bn': 'আর. ইয়েটস'}}",36.525,42.8125,8,home,
Felipe,,,felipe,Felipe,D,,782,M,242211,"{'nameTranslation': {'ar': 'فيليبي', 'hi': 'फेलिप', 'bn': 'ফিলিপ'}, 'shortNameTranslation': {'ar': 'فيليبي', 'hi': 'फेलिप', 'bn': 'ফিলিপ'}}",31.705660377358,23.28679245283,53,home,
Murillo,Murillo,,murillo,Murillo,D,5,9796,M,1199282,"{'nameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}, 'shortNameTranslation': {'ar': 'موريو', 'hi': 'मुरिलो', 'bn': 'মুরিলো'}}",27.346268656716,66.691044776119,67,home,murillosantiago40
Danilo,,,danilo,Danilo,M,35,4572,M,1064039,"{'nameTranslation': {'ar': 'دانيلو', 'hi': 'डेनिलो', 'bn': 'দানিলো'}, 'shortNameTranslation': {'ar': 'دانيلو', 'hi': 'डेनिलो', 'bn': 'দানিলো'}}",45.21,57.2975,80,home,Danilo
Neco Williams,,,williams-neco,N. Williams,D,3,3163,M,927356,"{'nameTranslation': {'ar': 'ويليامز، نيكو', 'hi': 'विलियम्स, नेको', 'bn': 'উইলিয়ামস, নেকো'}, 'shortNameTranslation': {'ar': 'ن. ويليامز', 'hi': 'एन. विलियम्स', 'bn': 'এন. উইলিয়ামস'}}",39.212,10.690666666667,75,home,
Nicolás Domínguez,,,nicolas-dominguez,N. Domínguez,M,16,3140,M,871765,"{'nameTranslation': {'ar': 'نيكولاس دومينغيز', 'hi': 'निकोलस डोमिन्ग्यूज़', 'bn': 'নিকোলাস ডোমিংগুয়েজ'}, 'shortNameTranslation': {'ar': 'ن. دومينغيز', 'hi': 'एन. डोमिन्ग्यूज़', 'bn': 'এন. ডোমিঙ্গুয়েজ'}}",41.9,36.098529411765,68,home,
Morgan Gibbs-White,,,morgan-gibbs-white,M. Gibbs-White,M,10,6717,M,865912,"{'nameTranslation': {'ar': 'مورغان غيبز-وايت', 'hi': 'मॉर्गन गिब्स-व्हाइट', 'bn': 'মরগান গিবস-হোয়াইট'}, 'shortNameTranslation': {'ar': 'م. غيبز-وايت', 'hi': 'एम. गिब्स-व्हाइट', 'bn': 'এম. গিবস-হোয়াইট'}}",61.5625,44.769444444444,72,home,Morgangibbs27
Callum Hudson-Odoi,,,callum-hudson-odoi,C. Hudson-Odoi,M,7,9379,M,867442,"{'nameTranslation': {'ar': 'كالوم هادسون أودوي', 'hi': 'कैलम हडसन-ओडोई', 'bn': 'ক্যালাম হাডসন-ওডোই'}, 'shortNameTranslation': {'ar': 'ك. هودسون أودوي', 'hi': 'सी. हडसन-ओडोई', 'bn': 'সি. হাডসন-ওডোই'}}",57.884848484848,81.975757575758,66,home,Calteck10
Maxwel Cornet,,,maxwel-cornet,M. Cornet,F,70,1997,M,280439,"{'nameTranslation': {'ar': 'ماكسويل كورنيه', 'hi': 'मैक्सवेल कॉर्नेट', 'bn': 'ম্যাক্সওয়েল কর্নেট'}, 'shortNameTranslation': {'ar': 'م. كورنيه', 'hi': 'एम. कॉर्नेट', 'bn': 'এম. কর্নেট'}}",42.75,80.26,10,away,
Ben Johnson,,,ben-johnson,B. Johnson,D,18,653,M,914412,"{'nameTranslation': {'ar': 'بن جونسون', 'hi': 'बेन जॉनसन', 'bn': 'বেন জনসন'}, 'shortNameTranslation': {'ar': 'ب. جونسون', 'hi': 'बी. जॉनसन', 'bn': 'বি. জনসন'}}",59.0,28.154545454545,11,away,
Jarrod Bowen,,,jarrod-bowen,J. Bowen,M,20,8771,M,552884,"{'nameTranslation': {'ar': 'جارود بوين', 'hi': 'जारोड बोवेन', 'bn': 'জারড বোয়েন'}, 'shortNameTranslation': {'ar': 'ج. بوين', 'hi': 'जे. बोवेन', 'bn': 'জে. বোয়েন'}}",60.861904761905,27.292857142857,42,away,jarrodbowen
Kurt Zouma,,,kurt-zouma,K. Zouma,D,4,2242,M,139227,"{'nameTranslation': {'ar': 'كورت زوما', 'hi': 'कर्ट ज़ौमा', 'bn': 'কার্ট জৌমা'}, 'shortNameTranslation': {'ar': 'ك. زوما', 'hi': 'के. ज़ौमा', 'bn': 'কে. জৌমা'}}",35.463636363636,29.307272727273,55,away,
Nayef Aguerd,,,nayef-aguerd,N. Aguerd,D,21,26523,M,877102,"{'nameTranslation': {'ar': 'نايف أكرد', 'hi': 'नायेफ़ अगुएर्ड', 'bn': 'নায়েফ আগুয়ের্ড'}, 'shortNameTranslation': {'ar': 'ن. أكرد', 'hi': 'एन. अगुएर्ड', 'bn': 'এন. আগুয়ের্ড'}}",43.008910891089,76.942574257426,101,away,nayefaguard
Michail Antonio,,,michail-antonio,M. Antonio,F,,3351,M,47772,"{'nameTranslation': {'ar': 'مايكل أنطونيو', 'hi': 'माइकल एंटोनियो', 'bn': 'মাইকেল আন্তোনিও'}, 'shortNameTranslation': {'ar': 'م. أنطونيو', 'hi': 'एम. एंटोनियो', 'bn': 'এম. আন্তোনিও'}}",70.888888888889,55.2,45,away,MichailAntonio
Alphonse Aréola,,,alphonse-areola,A. Aréola,G,23,3093,M,96531,"{'nameTranslation': {'ar': 'ألفونس أريولا', 'hi': 'अल्फोंस एरियोला', 'bn': 'আলফোনস আরেওলা'}, 'shortNameTranslation': {'ar': 'أ. أريولا', 'hi': 'ए. एरियोला', 'bn': 'এ. আরেওলা'}}",8.7093023255814,49.348837209302,43,away,
Tomáš Souček,,,tomas-soucek,T. Souček,M,28,3227,M,799041,"{'nameTranslation': {'ar': 'توماش سوتشيك', 'hi': 'टॉमस सौसेक', 'bn': 'তোমাস সোউচেক'}, 'shortNameTranslation': {'ar': 'ت. سوتشيك', 'hi': 'टी. सौसेक', 'bn': 'টি. সোউচেক'}}",31.18,44.42,5,away,
James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,8,4283,M,161717,"{'nameTranslation': {'ar': 'جيمس وارد-براوس', 'hi': 'जेम्स वार्ड-प्रोव्स', 'bn': 'জেমস ওয়ার্ড-প্রোস'}, 'shortNameTranslation': {'ar': 'ج. وارد-براوس', 'hi': 'जे. वार्ड-प्रोव्स', 'bn': 'জে. ওয়ার্ড-প্রোস'}}",58.794736842105,60.667105263158,76,away,prowsey16
Danny Ings,,,danny-ings,D. Ings,F,9,1782,M,130181,"{'nameTranslation': {'ar': 'داني إنغز', 'hi': 'डैनी इंग्स', 'bn': 'ড্যানি ইঙ্গস'}, 'shortNameTranslation': {'ar': 'د. إنغز', 'hi': 'डी. इंग्स', 'bn': 'ডি. ইংস'}}",58.55,53.7,2,away,
Edson Álvarez,,,edson-alvarez,E. Álvarez,M,11,10874,M,847151,"{'nameTranslation': {'ar': 'إيدسون ألفاريز', 'hi': 'एडसन अल्वारेज़', 'bn': 'এডসন আলভারেজ'}, 'shortNameTranslation': {'ar': 'إ. ألفاريز', 'hi': 'ई. अल्वारेज़', 'bn': 'ই. আলভারেজ'}}",46.730864197531,55.040740740741,81,away,EdsonAlvarez19
Emerson Palmieri,,,emerson-palmieri,Emerson,D,3,2307,M,155997,"{'nameTranslation': {'ar': 'إيمرسون بالميري', 'hi': 'एमर्सन पामिएरी', 'bn': 'এমারসন পালমিরি'}, 'shortNameTranslation': {'ar': 'إيمرسون', 'hi': 'एमर्सन पामिएरी', 'bn': 'এমারসন'}}",51.165333333333,86.64,75,away,
Kalvin Phillips,,,kalvin-phillips,K. Phillips,M,44,7665,M,786028,"{'nameTranslation': {'ar': 'كالفين فيليبس', 'hi': 'केल्विन फिलिप्स', 'bn': 'ক্যালভিন ফিলিপস'}, 'shortNameTranslation': {'ar': 'ك. فيليبس', 'hi': 'के. फिलिप्स', 'bn': 'কে. ফিলিপস'}}",52.113793103448,38.129310344828,58,away,kalvinphillips
Mohammed Kudus,,,mohammed-kudus,M. Kudus,M,20,89694,M,905163,"{'nameTranslation': {'ar': 'محمد قدوس', 'hi': 'मोहम्मद कुडूस', 'bn': 'মোহাম্মদ কুদুস'}, 'shortNameTranslation': {'ar': 'م. قدوس', 'hi': 'एम. कुडूस', 'bn': 'এম. কুদুস'}}",64.313095238095,60.570238095238,84,away,Kudus
Vladimír Coufal,,,vladimir-coufal,V. Coufal,D,34,1643,M,138024,"{'nameTranslation': {'ar': 'فلاديمير كوفال', 'hi': 'व्लादिमीर कुफाल', 'bn': 'ভ্লাদিমির কউফল'}, 'shortNameTranslation': {'ar': 'ف. كوفال', 'hi': 'वी. कुफाल', 'bn': 'ভি. কউফল'}}",49.654901960784,13.105882352941,51,away,
