minute,value
1.0,-2
2.0,-2
3.0,51
4.0,36
5.0,28
6.0,20
7.0,49
8.0,27
9.0,16
10.0,12
11.0,21
12.0,60
13.0,20
14.0,6
15.0,16
16.0,43
17.0,19
18.0,10
19.0,4
20.0,-35
21.0,-14
22.0,-1
23.0,3
24.0,1
25.0,6
26.0,5
27.0,-39
28.0,-15
29.0,10
30.0,-1
31.0,-1
32.0,8
33.0,23
34.0,19
35.0,57
36.0,34
37.0,21
38.0,-13
39.0,-1
40.0,16
41.0,17
42.0,27
43.0,24
44.0,38
45.0,66
45.5,68
46.0,2
47.0,3
48.0,4
49.0,-17
50.0,-8
51.0,-5
52.0,-1
53.0,2
54.0,4
55.0,4
56.0,25
57.0,44
58.0,33
59.0,14
60.0,18
61.0,15
62.0,35
63.0,27
64.0,35
65.0,25
66.0,23
67.0,16
68.0,14
69.0,11
70.0,11
71.0,11
72.0,8
73.0,1
74.0,-4
75.0,30
76.0,22
77.0,25
78.0,46
79.0,33
80.0,52
81.0,37
82.0,50
83.0,34
84.0,62
85.0,80
86.0,69
87.0,51
88.0,46
89.0,58
90.0,40
90.5,-11
