name,firstName,lastName,slug,shortName,position,jerseyNumber,height,userCount,gender,id,country,marketValueCurrency,dateOfBirthTimestamp,proposedMarketValueRaw,fieldTranslations,totalPass,accuratePass,totalLongBalls,accurateLongBalls,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,expectedAssists,ratingVersions,totalShots,goalsPrevented,statisticsType,team,substitute,captain,sofascoreId,duelLost,blockedScoringAttempt,totalClearance,totalTackle,unsuccessfulTouch,fouls,expectedGoals,goalAssist,aerialLost,challengeLost,bigChanceCreated,outfielderBlock,interceptionWon,keyPass,wonTackle,totalContest,wonContest,shotOffTarget,wasFouled,totalCross,accurateCross,dispossessed,bigChanceMissed,onTargetScoringAttempt,expectedGoalsOnTarget,goals,errorLeadToAGoal,totalKeeperSweeper,accurateKeeperSweeper,clearanceOffLine,totalOffside
Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3025,M,42209,"{'alpha2': 'SK', 'alpha3': 'SVK', 'name': 'Slovakia', 'slug': 'slovakia'}",EUR,600825600,"{'value': 725000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'مارتن دوبرافكا', 'hi': 'मार्टिन डुब्राव्का', 'bn': 'মার্টিন ডুব্রাভকা'}, 'shortNameTranslation': {'ar': 'م. دوبرافكا', 'hi': 'एम. डुब्राव्का', 'bn': 'এম. ডুব্রাভকা'}}",18.0,14.0,11.0,7.0,12.0,15.0,2.0,3.0,1.0,1.0,11.0,1.0,2.0,3.0,90.0,31.0,7.8,4.0,0.00029104,"{'original': 7.8, 'alternative': 7.6}",0,0.4237,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8611,M,69256,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,653702400,"{'value': 2300000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'كيران تريبيير', 'hi': 'किरन ट्रिप्पियर', 'bn': 'কাইরান ট্রিপিয়ার'}, 'shortNameTranslation': {'ar': 'ك. تريبيير', 'hi': 'के.ट्रिप्पियर', 'bn': 'কে. ট্রিপিয়ার'}}",30.0,19.0,4.0,2.0,12.0,16.0,7.0,14.0,1.0,3.0,9.0,,,,52.0,45.0,6.7,12.0,0.00728692,"{'original': 6.7, 'alternative': 6.8}",1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,True,ktrippier2,2.0,1.0,2.0,2.0,1.0,2.0,0.0701,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3205,M,101882,"{'alpha2': 'CH', 'alpha3': 'CHE', 'name': 'Switzerland', 'slug': 'switzerland'}",EUR,693187200,"{'value': 5800000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'فابيان شار', 'hi': 'फेबियन शार', 'bn': 'ফ্যাবিয়ান শার'}, 'shortNameTranslation': {'ar': 'ف. شار', 'hi': 'एफ. शार', 'bn': 'এফ. শার'}}",74.0,53.0,12.0,4.0,40.0,48.0,13.0,26.0,6.0,6.0,6.0,,,,90.0,82.0,7.3,22.0,0.00427003,"{'original': 7.3, 'alternative': 7.1}",0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,,4.0,,3.0,,1.0,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
Sven Botman,,,sven-botman,S. Botman,D,4,193,3367,M,910046,"{'alpha2': 'NL', 'alpha3': 'NLD', 'name': 'Netherlands', 'slug': 'netherlands'}",EUR,947635200,"{'value': 33000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'سفين بوتمان', 'hi': 'स्वेन बोटमैन', 'bn': 'সোভেন বটম্যান'}, 'shortNameTranslation': {'ar': 'س. بوتمان', 'hi': 'एस. बोटमैन', 'bn': 'এস. বটম্যান'}}",63.0,57.0,8.0,3.0,44.0,47.0,13.0,16.0,2.0,3.0,2.0,,,,90.0,67.0,7.1,6.0,0.00419229,"{'original': 7.1, 'alternative': 7}",0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,,1.0,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
Dan Burn,,,dan-burn,D. Burn,D,33,201,4399,M,99090,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,705369600,"{'value': 5200000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'دان بيرن', 'hi': 'डैन बर्न', 'bn': 'ড্যান বার্ন'}, 'shortNameTranslation': {'ar': 'د. بيرن', 'hi': 'डी. बर्न', 'bn': 'ডি বার্ন'}}",49.0,37.0,5.0,,25.0,29.0,12.0,20.0,2.0,5.0,4.0,,,,90.0,74.0,7.7,13.0,0.45376,"{'original': 7.7, 'alternative': 7.3}",2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,,3.0,,5.0,1.0,1.0,,0.3556,,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1640,M,866191,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,878169600,"{'value': 17200000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'شون لونغستاف', 'hi': 'सीन लॉन्गस्टाफ़', 'bn': 'শন লংস্টাফ'}, 'shortNameTranslation': {'ar': 'ش. لونغستاف', 'hi': 'एस. लॉन्गस्टाफ़', 'bn': 'এস. লংস্টাফ'}}",26.0,21.0,,,14.0,16.0,7.0,11.0,1.0,6.0,2.0,,,,90.0,40.0,7.0,8.0,0.00157548,"{'original': 7, 'alternative': 7.1}",0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,,1.0,,1.0,4.0,2.0,1.0,,,,,,,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,
Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31656,M,866469,"{'alpha2': 'BR', 'alpha3': 'BRA', 'name': 'Brazil', 'slug': 'brazil'}",EUR,879638400,"{'value': 77000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'برونو غيماريش', 'hi': 'ब्रूनो गीमरेस', 'bn': 'ব্রুনো গুইমারেস'}, 'shortNameTranslation': {'ar': 'ب. غيمارايش', 'hi': 'बी. गीमरेस', 'bn': 'বি. গুইমারেস'}}",54.0,45.0,4.0,1.0,25.0,26.0,22.0,30.0,1.0,8.0,12.0,,,,90.0,78.0,7.7,15.0,0.573091,"{'original': 7.7, 'alternative': 7.8}",2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,BrunoGuimarães,3.0,1.0,1.0,3.0,3.0,,0.139,,,,1.0,,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,
Joe Willock,,,joe-willock,J. Willock,M,28,186,2544,M,888550,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,935107200,"{'value': 16600000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جو ويلوك', 'hi': 'जो विलॉक', 'bn': 'জো উইলক'}, 'shortNameTranslation': {'ar': 'ج. ويلوك', 'hi': 'जे. विलॉक', 'bn': 'জে. উইলক'}}",29.0,25.0,4.0,4.0,7.0,8.0,18.0,21.0,,4.0,2.0,,,,70.0,42.0,6.9,8.0,0.0171804,"{'original': 6.9, 'alternative': 6.8}",1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,,4.0,,,3.0,3.0,1.0,0.2315,,,2.0,,,1.0,2.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,
Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3550,M,372336,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,793584000,"{'value': 13800000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'جاكوب مورفي', 'hi': 'जैकब मर्फी', 'bn': 'জ্যাকব মারফি'}, 'shortNameTranslation': {'ar': 'ج. مورفي', 'hi': 'जे. मर्फी', 'bn': 'জে. মারফি'}}",20.0,11.0,3.0,,5.0,8.0,6.0,15.0,,3.0,2.0,,,,70.0,33.0,6.8,12.0,0.00491684,"{'original': 6.8, 'alternative': 6.8}",2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,,5.0,,,1.0,,1.0,0.0751,,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,3.0,,,,1.0,0.1153,,,,,,
Alexander Isak,,,alexander-isak,A. Isak,F,9,193,101689,M,823941,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden', 'slug': 'sweden'}",EUR,937872000,"{'value': 124000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ألكسندر إيزاك', 'hi': 'अलेक्जेंडर इसाक', 'bn': 'আলেকজান্ডার ইসাক'}, 'shortNameTranslation': {'ar': 'أ. إيزاك', 'hi': 'ए. इसाक', 'bn': 'এ. ইসাক'}}",17.0,11.0,2.0,1.0,5.0,6.0,6.0,12.0,,,1.0,,,,70.0,25.0,7.1,11.0,0.00838855,"{'original': 7.1, 'alternative': 7.1}",2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,AlexIsak,4.0,,,,1.0,,0.6973,,1.0,,,,,,,2.0,,,,1.0,,1.0,,2.0,1.1173,1.0,,,,,
Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15531,M,914902,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,982972800,"{'value': 62000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'غوردون، أنتوني', 'hi': 'गॉर्डन, एंथनी', 'bn': 'গর্ডন, অ্যান্টনি'}, 'shortNameTranslation': {'ar': 'أ. غوردون', 'hi': 'ए. गॉर्डन', 'bn': 'এ. গর্ডন'}}",28.0,26.0,1.0,,7.0,7.0,19.0,24.0,,4.0,2.0,,,,89.0,44.0,7.7,8.0,0.0944476,"{'original': 7.7, 'alternative': 7.6}",1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,False,False,AGordon,4.0,,,3.0,3.0,2.0,0.2357,,,2.0,,,1.0,3.0,2.0,,,,1.0,3.0,,,,1.0,0.6355,1.0,,,,,
Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4844,M,980634,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,1037059200,"{'value': 39000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'فالنتينو ليفرامينتو', 'hi': 'वैलेंटिनो लिवरामेंटो', 'bn': 'ভ্যালেন্টিনো লিভরামেন্টো'}, 'shortNameTranslation': {'ar': 'ف. ليفرامينتو', 'hi': 'वी. लिवरामेंटो', 'bn': 'ভি. লিভরামেন্টো'}}",12.0,10.0,1.0,,5.0,5.0,5.0,8.0,2.0,6.0,3.0,,,,38.0,26.0,7.6,4.0,0.0103413,"{'original': 7.6, 'alternative': 7.6}",1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,True,False,,1.0,,3.0,1.0,,,0.1656,,,1.0,,,1.0,,,1.0,1.0,,2.0,1.0,,,,1.0,0.9529,1.0,,,,,
Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8455,M,333373,"{'alpha2': 'PY', 'alpha3': 'PRY', 'name': 'Paraguay', 'slug': 'paraguay'}",EUR,760838400,"{'value': 8700000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'ميغيل ألميرون', 'hi': 'मिगुएल अल्मिरोन', 'bn': 'মিগুয়েল আলমিরন'}, 'shortNameTranslation': {'ar': 'م. ألميرون', 'hi': 'एम. अल्मिरोन', 'bn': 'এম. আলমিরন'}}",8.0,8.0,1.0,1.0,6.0,6.0,2.0,2.0,,1.0,,,,,20.0,13.0,6.5,1.0,0.00777332,"{'original': 6.5, 'alternative': 6.5}",1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,True,False,miguel_almiron,,,,,1.0,,0.1675,,,,,,,,,,,,1.0,,,,1.0,1.0,0.7376,,,,,,
Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3070,M,1400650,"{'alpha2': 'EN', 'alpha3': 'ENG', 'name': 'England', 'slug': 'england'}",EUR,1146441600,"{'value': 21000000, 'currency': 'EUR'}","{'nameTranslation': {'ar': 'لويس مايلي', 'hi': 'लुईस माइली', 'bn': 'লুইস মাইলি'}, 'shortNameTranslation': {'ar': 'ل. مايلي', 'hi': 'एल. माइली', 'bn': 'এল. মাইলি'}}",14.0,10.0,,,5.0,5.0,5.0,9.0,,,1.0,,,,20.0,15.0,6.4,4.0,0.010523,"{'original': 6.4, 'alternative': 6.3}",0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",home,True,False,,3.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
