minute,value
1.0,-4
2.0,3
3.0,-46
4.0,-34
5.0,-36
6.0,-13
7.0,-2
8.0,1
9.0,-2
10.0,-2
11.0,-62
12.0,-47
13.0,-25
14.0,-10
15.0,6
16.0,27
17.0,55
18.0,53
19.0,30
20.0,17
21.0,4
22.0,-5
23.0,-26
24.0,-71
25.0,-41
26.0,-23
27.0,-12
28.0,-31
29.0,15
30.0,9
31.0,14
32.0,44
33.0,43
34.0,55
35.0,27
36.0,-32
37.0,-24
38.0,-53
39.0,-29
40.0,-2
41.0,-23
42.0,13
43.0,-4
44.0,-10
45.0,-43
45.5,41
46.0,-3
47.0,-14
48.0,14
49.0,8
50.0,9
51.0,21
52.0,18
53.0,14
54.0,44
55.0,28
56.0,18
57.0,17
58.0,-58
59.0,-37
60.0,32
61.0,8
62.0,7
63.0,8
64.0,32
65.0,21
66.0,17
67.0,100
68.0,100
69.0,60
70.0,32
71.0,37
72.0,5
73.0,-7
74.0,21
75.0,4
76.0,-7
77.0,-48
78.0,-36
79.0,-59
80.0,51
81.0,52
82.0,43
83.0,89
84.0,68
85.0,34
86.0,33
87.0,13
88.0,-12
89.0,-38
90.0,-20
90.5,37
