minute,value
1.0,5
2.0,3
3.0,3
4.0,9
5.0,7
6.0,5
7.0,50
8.0,24
9.0,25
10.0,14
11.0,-49
12.0,-32
13.0,-53
14.0,-37
15.0,-26
16.0,-16
17.0,-14
18.0,-29
19.0,-24
20.0,-20
21.0,-56
22.0,-40
23.0,-54
24.0,-17
25.0,13
26.0,1
27.0,-7
28.0,-4
29.0,-43
30.0,34
31.0,28
32.0,19
33.0,14
34.0,43
35.0,51
36.0,30
37.0,46
38.0,28
39.0,26
40.0,20
41.0,90
42.0,42
43.0,-45
44.0,-31
45.0,-24
45.5,-12
46.0,8
47.0,25
48.0,27
49.0,10
50.0,8
51.0,6
52.0,-33
53.0,20
54.0,-10
55.0,-6
56.0,-41
57.0,-23
58.0,-51
59.0,-52
60.0,-37
61.0,-20
62.0,-48
63.0,54
64.0,8
65.0,-11
66.0,13
67.0,10
68.0,-14
69.0,-3
70.0,3
71.0,23
72.0,-16
73.0,-5
74.0,-9
75.0,-9
76.0,-11
77.0,28
78.0,15
79.0,-19
80.0,-10
81.0,-18
82.0,-16
83.0,47
84.0,21
85.0,4
86.0,-15
87.0,-13
88.0,-22
89.0,-28
90.0,-18
90.5,-24
