minute,value
1.0,-4
2.0,-6
3.0,-7
4.0,-70
5.0,-43
6.0,31
7.0,-7
8.0,-9
9.0,-13
10.0,-11
11.0,-81
12.0,-21
13.0,-16
14.0,-5
15.0,19
16.0,14
17.0,5
18.0,48
19.0,36
20.0,39
21.0,-28
22.0,-7
23.0,-14
24.0,-7
25.0,25
26.0,61
27.0,41
28.0,41
29.0,52
30.0,26
31.0,49
32.0,39
33.0,20
34.0,8
35.0,31
36.0,14
37.0,5
38.0,2
39.0,41
40.0,40
41.0,-31
42.0,-2
43.0,3
44.0,25
45.0,10
45.5,55
46.0,-4
47.0,6
48.0,34
49.0,17
50.0,29
51.0,-59
52.0,-28
53.0,-72
54.0,-21
55.0,-16
56.0,-8
57.0,-9
58.0,-4
59.0,-66
60.0,-41
61.0,-25
62.0,-6
63.0,-9
64.0,-5
65.0,-7
66.0,32
67.0,-26
68.0,-10
69.0,26
70.0,8
71.0,-49
72.0,-23
73.0,-10
74.0,21
75.0,4
76.0,-7
77.0,-6
78.0,-11
79.0,-15
80.0,9
81.0,2
82.0,-13
83.0,-8
84.0,10
85.0,30
86.0,18
87.0,12
88.0,51
89.0,35
90.0,31
90.5,29
