minute,value
1.0,-3
2.0,-5
3.0,-2
4.0,-1
5.0,-8
6.0,8
7.0,-8
8.0,-19
9.0,-7
10.0,-15
11.0,-21
12.0,-44
13.0,-28
14.0,-20
15.0,-11
16.0,-4
17.0,17
18.0,-18
19.0,-6
20.0,27
21.0,13
22.0,15
23.0,20
24.0,34
25.0,33
26.0,1
27.0,2
28.0,15
29.0,35
30.0,22
31.0,30
32.0,8
33.0,-8
34.0,-18
35.0,-41
36.0,-32
37.0,-44
38.0,-35
39.0,-39
40.0,-27
41.0,-33
42.0,-26
43.0,-25
44.0,-13
45.0,-27
45.5,36
46.0,6
47.0,12
48.0,11
49.0,6
50.0,-23
51.0,-14
52.0,-12
53.0,-20
54.0,-35
55.0,-25
56.0,-25
57.0,-44
58.0,-34
59.0,-7
60.0,-24
61.0,-11
62.0,-17
63.0,-12
64.0,-14
65.0,-8
66.0,-26
67.0,-20
68.0,-16
69.0,-15
70.0,-14
71.0,-23
72.0,-19
73.0,-17
74.0,-15
75.0,-18
76.0,-26
77.0,35
78.0,10
79.0,-7
80.0,-10
81.0,-12
82.0,-12
83.0,-3
84.0,83
85.0,49
86.0,30
87.0,37
88.0,12
89.0,9
90.0,-32
90.5,-54
