minute,value
1.0,-8
2.0,-10
3.0,-21
4.0,-6
5.0,-7
6.0,-8
7.0,-10
8.0,-11
9.0,-13
10.0,-13
11.0,-14
12.0,-20
13.0,-21
14.0,-8
15.0,-1
16.0,9
17.0,12
18.0,13
19.0,45
20.0,20
21.0,5
22.0,-29
23.0,-54
24.0,-40
25.0,-28
26.0,-21
27.0,-36
28.0,-21
29.0,-14
30.0,-10
31.0,-8
32.0,39
33.0,22
34.0,-37
35.0,-25
36.0,-22
37.0,-74
38.0,-27
39.0,-13
40.0,-28
41.0,-39
42.0,-21
43.0,-56
44.0,-35
45.0,34
45.5,-22
46.0,2
47.0,-4
48.0,-12
49.0,-14
50.0,-62
51.0,-35
52.0,-3
53.0,-18
54.0,-19
55.0,-13
56.0,-17
57.0,-40
58.0,-28
59.0,-22
60.0,-53
61.0,-28
62.0,-20
63.0,-49
64.0,-34
65.0,-19
66.0,15
67.0,13
68.0,9
69.0,4
70.0,26
71.0,60
72.0,41
73.0,21
74.0,9
75.0,-14
76.0,-47
77.0,-36
78.0,-36
79.0,-25
80.0,-32
81.0,-74
82.0,-52
83.0,-30
84.0,-21
85.0,-15
86.0,-8
87.0,-39
88.0,-21
89.0,-20
90.0,-15
90.5,-34
