minute,value
1.0,0
2.0,-4
3.0,-3
4.0,18
5.0,25
6.0,31
7.0,27
8.0,39
9.0,23
10.0,34
11.0,24
12.0,13
13.0,6
14.0,2
15.0,-12
16.0,-65
17.0,-20
18.0,-12
19.0,-12
20.0,15
21.0,-40
22.0,-21
23.0,24
24.0,40
25.0,26
26.0,47
27.0,54
28.0,33
29.0,39
30.0,15
31.0,11
32.0,12
33.0,23
34.0,1
35.0,55
36.0,27
37.0,24
38.0,8
39.0,-21
40.0,-21
41.0,-74
42.0,-39
43.0,-41
44.0,-48
45.0,-32
45.5,52
46.0,5
47.0,26
48.0,18
49.0,12
50.0,9
51.0,8
52.0,43
53.0,52
54.0,29
55.0,14
56.0,-14
57.0,-6
58.0,-3
59.0,-21
60.0,-5
61.0,3
62.0,-14
63.0,-5
64.0,3
65.0,-44
66.0,-21
67.0,49
68.0,18
69.0,7
70.0,9
71.0,34
72.0,49
73.0,96
74.0,56
75.0,2
76.0,3
77.0,7
78.0,64
79.0,40
80.0,39
81.0,8
82.0,52
83.0,63
84.0,43
85.0,61
86.0,90
87.0,39
88.0,26
89.0,24
90.0,22
90.5,-27
