minute,value
1.0,3
2.0,13
3.0,11
4.0,59
5.0,29
6.0,14
7.0,5
8.0,1
9.0,52
10.0,27
11.0,56
12.0,31
13.0,-44
14.0,-10
15.0,-10
16.0,-21
17.0,-5
18.0,65
19.0,49
20.0,50
21.0,14
22.0,4
23.0,-26
24.0,-13
25.0,12
26.0,6
27.0,24
28.0,21
29.0,24
30.0,17
31.0,13
32.0,40
33.0,18
34.0,44
35.0,34
36.0,52
37.0,27
38.0,11
39.0,8
40.0,46
41.0,25
42.0,26
43.0,31
44.0,26
45.0,20
45.5,-25
46.0,-5
47.0,4
48.0,7
49.0,8
50.0,32
51.0,33
52.0,24
53.0,17
54.0,14
55.0,10
56.0,61
57.0,99
58.0,46
59.0,94
60.0,100
61.0,59
62.0,34
63.0,25
64.0,100
65.0,84
66.0,80
67.0,25
68.0,18
69.0,-38
70.0,-20
71.0,17
72.0,39
73.0,28
74.0,20
75.0,16
76.0,13
77.0,100
78.0,85
79.0,94
80.0,66
81.0,68
82.0,25
83.0,3
84.0,-52
85.0,-21
86.0,-36
87.0,-14
88.0,-12
89.0,7
90.0,9
90.5,-16
