minute,value
1.0,6
2.0,24
3.0,19
4.0,16
5.0,15
6.0,13
7.0,34
8.0,26
9.0,16
10.0,10
11.0,3
12.0,-32
13.0,-22
14.0,-18
15.0,-29
16.0,-18
17.0,-57
18.0,-45
19.0,-25
20.0,-43
21.0,-4
22.0,1
23.0,-4
24.0,6
25.0,16
26.0,83
27.0,53
28.0,39
29.0,18
30.0,-14
31.0,-51
32.0,-27
33.0,-3
34.0,36
35.0,21
36.0,13
37.0,-17
38.0,35
39.0,18
40.0,14
41.0,23
42.0,25
43.0,12
44.0,6
45.0,74
45.5,-15
46.0,3
47.0,5
48.0,6
49.0,24
50.0,17
51.0,64
52.0,45
53.0,25
54.0,21
55.0,28
56.0,26
57.0,34
58.0,10
59.0,1
60.0,74
61.0,31
62.0,-67
63.0,-33
64.0,-23
65.0,32
66.0,-56
67.0,-19
68.0,-3
69.0,8
70.0,11
71.0,5
72.0,100
73.0,60
74.0,35
75.0,20
76.0,-25
77.0,-18
78.0,24
79.0,-19
80.0,-7
81.0,25
82.0,14
83.0,31
84.0,20
85.0,12
86.0,6
87.0,28
88.0,26
89.0,22
90.0,25
90.5,25
