minute,value
1.0,-1
2.0,-2
3.0,-2
4.0,-2
5.0,-1
6.0,52
7.0,33
8.0,29
9.0,14
10.0,-22
11.0,-19
12.0,44
13.0,-24
14.0,-8
15.0,45
16.0,17
17.0,-72
18.0,-78
19.0,-43
20.0,-31
21.0,-62
22.0,-73
23.0,-37
24.0,-29
25.0,-17
26.0,-34
27.0,-23
28.0,-36
29.0,-39
30.0,-30
31.0,-32
32.0,-16
33.0,-5
34.0,6
35.0,-33
36.0,-16
37.0,-36
38.0,41
39.0,24
40.0,26
41.0,61
42.0,39
43.0,14
44.0,13
45.0,9
45.5,1
46.0,-5
47.0,18
48.0,2
49.0,-18
50.0,-14
51.0,-8
52.0,-7
53.0,-58
54.0,-38
55.0,-41
56.0,-30
57.0,-45
58.0,-100
59.0,-91
60.0,-100
61.0,-52
62.0,-38
63.0,-19
64.0,-7
65.0,-35
66.0,31
67.0,7
68.0,4
69.0,-12
70.0,8
71.0,-23
72.0,-36
73.0,-22
74.0,-7
75.0,-3
76.0,21
77.0,9
78.0,8
79.0,6
80.0,-32
81.0,-30
82.0,-16
83.0,-9
84.0,24
85.0,14
86.0,-17
87.0,-5
88.0,6
89.0,4
90.0,6
90.5,3
