minute,value
1.0,2
2.0,39
3.0,49
4.0,2
5.0,-6
6.0,-13
7.0,49
8.0,5
9.0,20
10.0,18
11.0,13
12.0,-36
13.0,-11
14.0,-11
15.0,11
16.0,13
17.0,21
18.0,40
19.0,25
20.0,10
21.0,10
22.0,-28
23.0,-16
24.0,-12
25.0,-58
26.0,-36
27.0,-21
28.0,-13
29.0,14
30.0,9
31.0,7
32.0,5
33.0,4
34.0,3
35.0,3
36.0,3
37.0,-43
38.0,-62
39.0,-33
40.0,-4
41.0,-100
42.0,-61
43.0,-43
44.0,-47
45.0,-35
45.5,11
46.0,3
47.0,9
48.0,48
49.0,58
50.0,35
51.0,19
52.0,30
53.0,35
54.0,19
55.0,11
56.0,13
57.0,10
58.0,-8
59.0,12
60.0,-14
61.0,8
62.0,6
63.0,12
64.0,4
65.0,14
66.0,2
67.0,6
68.0,-6
69.0,-21
70.0,25
71.0,5
72.0,-3
73.0,20
74.0,15
75.0,10
76.0,-15
77.0,-3
78.0,-54
79.0,-25
80.0,-43
81.0,-22
82.0,-19
83.0,-1
84.0,7
85.0,22
86.0,27
87.0,31
88.0,24
89.0,19
90.0,62
90.5,-1
